in0	!out0
84.99389886856079	1.0
-25.60555934906006	0.0
65.93668460845947	1.0
-57.952678203582764	0.0
-52.482783794403076	0.0
-76.47796869277954	0.0
90.31950235366821	1.0
-60.25063991546631	0.0
22.755181789398193	1.0
-33.93350839614868	0.0
65.36722183227539	1.0
-60.76090335845947	0.0
35.4036808013916	1.0
-95.58311700820923	0.0
54.301273822784424	1.0
83.08414220809937	1.0
57.714056968688965	1.0
30.99663257598877	1.0
14.953064918518066	1.0
58.45750570297241	1.0
-4.255974292755127	0.0
94.08227205276489	1.0
-84.17961597442627	0.0
60.34296751022339	1.0
68.5205340385437	1.0
28.543388843536377	1.0
11.313426494598389	1.0
-94.9799656867981	0.0
95.63698768615723	1.0
2.4306893348693848	1.0
-3.5368919372558594	0.0
28.44092845916748	1.0
44.234609603881836	1.0
80.28804063796997	1.0
-84.10708904266357	0.0
-70.43905258178711	0.0
-96.79813385009766	0.0
97.4048376083374	1.0
73.8689661026001	1.0
13.188159465789795	1.0
-66.30352735519409	0.0
56.71912431716919	1.0
-34.64397192001343	0.0
85.02362966537476	1.0
79.93077039718628	1.0
44.19045448303223	1.0
-71.98981046676636	0.0
90.99783897399902	1.0
58.68809223175049	1.0
-66.4315938949585	0.0
-30.980753898620605	0.0
72.08818197250366	1.0
-5.449008941650391	0.0
65.22537469863892	1.0
3.7816643714904785	1.0
96.27019166946411	1.0
-81.9503903388977	0.0
4.043114185333252	1.0
91.64142608642578	1.0
-45.79610824584961	0.0
-62.15558052062988	0.0
-3.4892797470092773	0.0
54.75817918777466	1.0
-7.48438835144043	0.0
-49.230897426605225	0.0
29.019880294799805	1.0
-30.312693119049072	0.0
-30.05269765853882	0.0
77.50967741012573	1.0
-82.03234672546387	0.0
5.729949474334717	1.0
-19.083333015441895	0.0
-39.02376890182495	0.0
-61.70773506164551	0.0
-31.88098669052124	0.0
20.380496978759766	1.0
-24.725794792175293	0.0
-30.368757247924805	0.0
-96.42902612686157	0.0
7.615447044372559	1.0
-66.43433570861816	0.0
-6.677770614624023	0.0
81.07080459594727	1.0
88.07820081710815	1.0
-48.98946285247803	0.0
-97.70876169204712	0.0
75.35278797149658	1.0
11.640167236328125	1.0
85.4411244392395	1.0
-18.223941326141357	0.0
39.204955101013184	1.0
91.17798805236816	1.0
-85.5370044708252	0.0
-56.811678409576416	0.0
50.51450729370117	1.0
46.21702432632446	1.0
57.004690170288086	1.0
-2.4736642837524414	0.0
99.92278814315796	1.0
-57.95581340789795	0.0
-90.85855484008789	0.0
98.29561710357666	1.0
-74.91092681884766	0.0
95.37090063095093	1.0
60.860657691955566	1.0
55.05356788635254	1.0
-87.70453929901123	0.0
73.01613092422485	1.0
-14.126896858215332	0.0
18.39066743850708	1.0
-15.706586837768555	0.0
91.48472547531128	1.0
-92.53026247024536	0.0
47.39605188369751	1.0
52.16871500015259	1.0
39.623188972473145	1.0
-32.633113861083984	0.0
-67.0323133468628	0.0
-28.728079795837402	0.0
-88.80493640899658	0.0
10.676956176757812	1.0
36.30014657974243	1.0
-8.76528024673462	0.0
7.8224778175354	1.0
-59.197330474853516	0.0
-0.6187319755554199	0.0
-31.303739547729492	0.0
-53.35085391998291	0.0
74.17106628417969	1.0
-29.5762300491333	0.0
-42.797863483428955	0.0
-18.34275722503662	0.0
44.450461864471436	1.0
-57.759225368499756	0.0
38.5361909866333	1.0
79.45348024368286	1.0
-60.26250123977661	0.0
-13.997328281402588	0.0
6.079065799713135	1.0
-51.279306411743164	0.0
-1.0856866836547852	0.0
-27.788937091827393	0.0
-4.800128936767578	0.0
4.363441467285156	1.0
-48.59353303909302	0.0
-5.6417107582092285	0.0
20.558905601501465	1.0
-57.51626491546631	0.0
-50.65518617630005	0.0
35.31057834625244	1.0
31.630778312683105	1.0
23.129522800445557	1.0
66.94148778915405	1.0
80.48570156097412	1.0
32.10259675979614	1.0
56.013023853302	1.0
-6.765687465667725	0.0
-64.85873460769653	0.0
26.47562026977539	1.0
6.654703617095947	1.0
57.70590305328369	1.0
-20.315909385681152	0.0
52.92881727218628	1.0
98.0644941329956	1.0
-34.883928298950195	0.0
-98.86819124221802	0.0
-64.95383977890015	0.0
17.759621143341064	1.0
43.27570199966431	1.0
54.29786443710327	1.0
76.59534215927124	1.0
-22.4076509475708	0.0
-21.541178226470947	0.0
-25.59443712234497	0.0
86.71246767044067	1.0
88.91007900238037	1.0
75.03756284713745	1.0
-54.80855703353882	0.0
53.24276685714722	1.0
6.037378311157227	1.0
-17.633438110351562	0.0
-70.31556367874146	0.0
86.24602556228638	1.0
-45.76600790023804	0.0
-9.730720520019531	0.0
-88.4951114654541	0.0
85.54229736328125	1.0
82.60087966918945	1.0
1.9101738929748535	1.0
-20.779526233673096	0.0
-42.714500427246094	0.0
64.52394723892212	1.0
-28.706002235412598	0.0
22.277116775512695	1.0
-67.93280839920044	0.0
52.46556997299194	1.0
-59.30209159851074	0.0
-68.0097222328186	0.0
76.37529373168945	1.0
-39.498913288116455	0.0
-60.6839656829834	0.0
-29.463601112365723	0.0
44.95372772216797	1.0
-28.85524034500122	0.0
-77.88492441177368	0.0
-74.64780807495117	0.0
53.16966772079468	1.0
-1.9878745079040527	0.0
-5.747520923614502	0.0
-84.64337587356567	0.0
76.37574672698975	1.0
64.34366703033447	1.0
-9.749782085418701	0.0
32.91131258010864	1.0
-57.559144496917725	0.0
-84.56984758377075	0.0
78.61194610595703	1.0
33.305203914642334	1.0
28.939402103424072	1.0
-98.91678094863892	0.0
11.85901165008545	1.0
-83.22340250015259	0.0
89.29147720336914	1.0
-28.211867809295654	0.0
-66.2508487701416	0.0
45.74767351150513	1.0
-17.736124992370605	0.0
-49.501216411590576	0.0
-54.19783592224121	0.0
11.60966157913208	1.0
9.354257583618164	1.0
52.51127481460571	1.0
-99.45054054260254	0.0
73.26511144638062	1.0
-20.443391799926758	0.0
16.462254524230957	1.0
-75.84049701690674	0.0
-85.37057638168335	0.0
-24.064326286315918	0.0
-37.64634132385254	0.0
-82.07861185073853	0.0
-40.029287338256836	0.0
-26.934993267059326	0.0
-70.50681114196777	0.0
-45.30332088470459	0.0
-73.10210466384888	0.0
61.44914627075195	1.0
39.4864559173584	1.0
-50.757479667663574	0.0
-78.88069152832031	0.0
71.21691703796387	1.0
-81.5537691116333	0.0
-38.54050636291504	0.0
79.15160655975342	1.0
7.387661933898926	1.0
17.453718185424805	1.0
6.3828349113464355	1.0
-13.28040361404419	0.0
87.94595003128052	1.0
-84.07894372940063	0.0
84.06844139099121	1.0
47.06329107284546	1.0
8.518147468566895	1.0
-64.0654444694519	0.0
66.7376160621643	1.0
-64.53783512115479	0.0
65.01529216766357	1.0
72.2679615020752	1.0
27.605903148651123	1.0
12.021815776824951	1.0
-91.25478267669678	0.0
50.99252462387085	1.0
-41.98123216629028	0.0
79.82513904571533	1.0
-0.8236527442932129	0.0
-14.620006084442139	0.0
72.99307584762573	1.0
-84.63461399078369	0.0
-18.271267414093018	0.0
94.98565196990967	1.0
76.18299722671509	1.0
93.70880126953125	1.0
-65.68572521209717	0.0
49.50069189071655	1.0
90.57657718658447	1.0
58.119261264801025	1.0
8.984065055847168	1.0
-49.940311908721924	0.0
-61.52130365371704	0.0
-52.43368148803711	0.0
-90.54074287414551	0.0
9.26966667175293	1.0
-7.060480117797852	0.0
4.271125793457031	1.0
-76.18473768234253	0.0
-2.0079612731933594	0.0
45.948076248168945	1.0
-14.79341983795166	0.0
38.94904851913452	1.0
75.0598669052124	1.0
85.24491786956787	1.0
-27.876126766204834	0.0
82.19176530838013	1.0
4.532420635223389	1.0
98.37425947189331	1.0
78.83495092391968	1.0
-30.62065839767456	0.0
-97.70609140396118	0.0
-4.6952009201049805	0.0
-75.15507936477661	0.0
16.380321979522705	1.0
-49.20679330825806	0.0
-98.22783470153809	0.0
-24.996697902679443	0.0
3.417336940765381	1.0
49.692749977111816	1.0
97.89673089981079	1.0
58.843255043029785	1.0
87.46480941772461	1.0
0.36150217056274414	1.0
33.029186725616455	1.0
97.81781435012817	1.0
91.97536706924438	1.0
-42.1547532081604	0.0
-82.48356580734253	0.0
20.3965425491333	1.0
-33.88087749481201	0.0
-64.43383693695068	0.0
-4.206943511962891	0.0
87.1218204498291	1.0
11.82558536529541	1.0
-44.37873363494873	0.0
47.66271114349365	1.0
36.4215612411499	1.0
31.259143352508545	1.0
73.7441897392273	1.0
29.068100452423096	1.0
-17.959320545196533	0.0
-65.12410640716553	0.0
-51.327550411224365	0.0
63.43268156051636	1.0
86.87189817428589	1.0
20.779645442962646	1.0
-44.95788812637329	0.0
89.91318941116333	1.0
-60.063087940216064	0.0
-70.17074823379517	0.0
-57.24059343338013	0.0
34.95999574661255	1.0
-78.98414134979248	0.0
-30.991899967193604	0.0
-40.13078212738037	0.0
-51.71480178833008	0.0
-4.206717014312744	0.0
2.588033676147461	1.0
0.9034872055053711	1.0
54.25533056259155	1.0
-46.02178335189819	0.0
-94.66046094894409	0.0
12.318503856658936	1.0
61.53445243835449	1.0
23.35730791091919	1.0
91.99967384338379	1.0
-11.904346942901611	0.0
-57.200706005096436	0.0
97.34240770339966	1.0
-15.75387716293335	0.0
-22.621440887451172	0.0
-31.61252737045288	0.0
11.336421966552734	1.0
71.41690254211426	1.0
-70.82052230834961	0.0
-7.166743278503418	0.0
56.932687759399414	1.0
-32.88760185241699	0.0
-9.185349941253662	0.0
61.05571985244751	1.0
-1.3713598251342773	0.0
57.37733840942383	1.0
-0.6628751754760742	0.0
-7.159996032714844	0.0
32.96198844909668	1.0
5.695390701293945	1.0
-0.18535852432250977	0.0
41.27572774887085	1.0
-67.47459173202515	0.0
-14.6484375	0.0
31.696367263793945	1.0
24.437975883483887	1.0
46.00260257720947	1.0
48.857975006103516	1.0
-91.7125940322876	0.0
-33.268094062805176	0.0
56.718575954437256	1.0
-74.59908723831177	0.0
1.747596263885498	1.0
33.00908803939819	1.0
-20.262885093688965	0.0
3.319573402404785	1.0
-82.26959705352783	0.0
-61.8147611618042	0.0
-67.73518323898315	0.0
-38.97682428359985	0.0
82.73377418518066	1.0
49.132347106933594	1.0
-30.263853073120117	0.0
-73.5765814781189	0.0
-0.9742379188537598	0.0
0.9830117225646973	1.0
-27.032482624053955	0.0
-0.12761354446411133	0.0
60.784339904785156	1.0
56.34661912918091	1.0
2.294337749481201	1.0
14.365565776824951	1.0
-38.49970102310181	0.0
-28.475570678710938	0.0
53.9776086807251	1.0
-81.23675584793091	0.0
-48.65877628326416	0.0
62.11291551589966	1.0
-79.710853099823	0.0
92.8512454032898	1.0
-73.03489446640015	0.0
-71.77066802978516	0.0
21.25837802886963	1.0
-86.15291118621826	0.0
61.11520528793335	1.0
19.810783863067627	1.0
-28.162574768066406	0.0
-94.88517045974731	0.0
-32.38343000411987	0.0
-13.062560558319092	0.0
13.053131103515625	1.0
63.192784786224365	1.0
78.51625680923462	1.0
61.84886693954468	1.0
-98.54285717010498	0.0
95.53924798965454	1.0
-35.99369525909424	0.0
-83.08688402175903	0.0
-58.926475048065186	0.0
-89.64060544967651	0.0
-35.40651798248291	0.0
7.85830020904541	1.0
-4.256737232208252	0.0
27.098023891448975	1.0
-45.734310150146484	0.0
89.23869132995605	1.0
-41.12277030944824	0.0
15.17871618270874	1.0
48.43451976776123	1.0
-94.58142518997192	0.0
-60.75462102890015	0.0
72.03865051269531	1.0
-57.91550874710083	0.0
-93.80375146865845	0.0
45.39458751678467	1.0
5.435049533843994	1.0
72.73532152175903	1.0
-87.1901273727417	0.0
0.06451606750488281	1.0
93.82767677307129	1.0
-61.29943132400513	0.0
-39.42208290100098	0.0
23.512578010559082	1.0
-68.40754747390747	0.0
32.77993202209473	1.0
-33.534348011016846	0.0
-61.9665265083313	0.0
53.77124547958374	1.0
61.11553907394409	1.0
-92.40268468856812	0.0
-83.82173776626587	0.0
-79.16264533996582	0.0
-98.45312833786011	0.0
80.51915168762207	1.0
-77.99617052078247	0.0
65.48750400543213	1.0
98.11276197433472	1.0
56.310999393463135	1.0
54.045701026916504	1.0
-33.09650421142578	0.0
54.67478036880493	1.0
-40.989530086517334	0.0
-13.985395431518555	0.0
64.99911546707153	1.0
26.3077974319458	1.0
-93.06195974349976	0.0
92.51739978790283	1.0
-65.4476523399353	0.0
-65.55912494659424	0.0
34.73390340805054	1.0
-82.83250331878662	0.0
67.88749694824219	1.0
88.95348310470581	1.0
49.73800182342529	1.0
-60.437822341918945	0.0
-38.046324253082275	0.0
-26.121187210083008	0.0
85.64854860305786	1.0
9.608018398284912	1.0
49.89064931869507	1.0
-17.9132342338562	0.0
-61.408531665802	0.0
-14.686441421508789	0.0
39.96380567550659	1.0
-46.54383659362793	0.0
-75.0947117805481	0.0
32.74186849594116	1.0
28.45156192779541	1.0
-11.71426773071289	0.0
-5.9581756591796875	0.0
-62.88563013076782	0.0
-86.92053556442261	0.0
-43.746042251586914	0.0
-7.69273042678833	0.0
89.98996019363403	1.0
12.408638000488281	1.0
-2.7670860290527344	0.0
-38.71532678604126	0.0
-26.834654808044434	0.0
-28.138387203216553	0.0
-86.33800745010376	0.0
-47.7117657661438	0.0
-98.06259870529175	0.0
62.77710199356079	1.0
-63.41887712478638	0.0
69.26356554031372	1.0
19.046497344970703	1.0
46.58470153808594	1.0
-34.42056179046631	0.0
60.22446155548096	1.0
23.03391695022583	1.0
29.92933988571167	1.0
74.97546672821045	1.0
-97.50697612762451	0.0
-9.858214855194092	0.0
58.82672071456909	1.0
64.7089958190918	1.0
96.69734239578247	1.0
59.759724140167236	1.0
31.0546875	1.0
-42.05355644226074	0.0
16.526520252227783	1.0
36.99008226394653	1.0
54.80269193649292	1.0
26.385700702667236	1.0
-92.28633642196655	0.0
19.891023635864258	1.0
47.281789779663086	1.0
-51.096999645233154	0.0
-74.628746509552	0.0
16.67783260345459	1.0
35.24218797683716	1.0
87.83296346664429	1.0
-95.42049169540405	0.0
-2.7255654335021973	0.0
26.126527786254883	1.0
50.296640396118164	1.0
-87.38787174224854	0.0
93.05368661880493	1.0
97.45203256607056	1.0
69.24039125442505	1.0
-57.320284843444824	0.0
72.96710014343262	1.0
-27.027952671051025	0.0
-26.938951015472412	0.0
26.60583257675171	1.0
-63.18333148956299	0.0
-51.00449323654175	0.0
-23.783719539642334	0.0
42.29017496109009	1.0
80.52072525024414	1.0
50.18970966339111	1.0
-86.37499809265137	0.0
-89.39480781555176	0.0
-98.53006601333618	0.0
-30.012238025665283	0.0
-43.72047185897827	0.0
-36.285579204559326	0.0
77.96880006790161	1.0
84.04219150543213	1.0
26.882588863372803	1.0
-22.18332290649414	0.0
-26.774680614471436	0.0
-41.25528335571289	0.0
73.46199750900269	1.0
-87.9936695098877	0.0
86.7995023727417	1.0
-32.21524953842163	0.0
-19.100725650787354	0.0
69.0418004989624	1.0
58.75744819641113	1.0
59.38671827316284	1.0
-31.373512744903564	0.0
-99.99008178710938	0.0
29.586946964263916	1.0
-85.4942798614502	0.0
-53.97001504898071	0.0
-30.616211891174316	0.0
-36.409711837768555	0.0
-8.65180492401123	0.0
-74.93377923965454	0.0
-97.41557836532593	0.0
99.2063045501709	1.0
60.05895137786865	1.0
-22.653687000274658	0.0
-35.00819206237793	0.0
65.01439809799194	1.0
-91.53121709823608	0.0
-92.83726215362549	0.0
55.29204607009888	1.0
-24.84288215637207	0.0
49.832046031951904	1.0
57.423949241638184	1.0
-9.345519542694092	0.0
95.01876831054688	1.0
2.73745059967041	1.0
-92.8390622138977	0.0
25.49072504043579	1.0
-83.18078517913818	0.0
-17.078101634979248	0.0
-45.977067947387695	0.0
-94.04091835021973	0.0
41.745615005493164	1.0
93.05951595306396	1.0
11.215102672576904	1.0
-87.78331279754639	0.0
-33.2750678062439	0.0
91.20397567749023	1.0
-95.57268619537354	0.0
9.195756912231445	1.0
-95.39380073547363	0.0
89.29504156112671	1.0
21.468758583068848	1.0
-15.120410919189453	0.0
-69.40364837646484	0.0
-11.71649694442749	0.0
89.97243642807007	1.0
-9.17651653289795	0.0
-46.9953179359436	0.0
-35.30769348144531	0.0
30.29714822769165	1.0
94.43289041519165	1.0
-81.12187385559082	0.0
2.437102794647217	1.0
46.399521827697754	1.0
31.67548179626465	1.0
-33.840179443359375	0.0
44.3487286567688	1.0
46.441054344177246	1.0
85.85495948791504	1.0
75.51836967468262	1.0
-31.868577003479004	0.0
22.12752103805542	1.0
-33.55681896209717	0.0
-31.930792331695557	0.0
-96.0291862487793	0.0
-51.69808864593506	0.0
93.18130016326904	1.0
-43.13434362411499	0.0
-76.10855102539062	0.0
-9.33603048324585	0.0
68.77628564834595	1.0
-91.20075702667236	0.0
14.846324920654297	1.0
-66.41709804534912	0.0
-80.12335300445557	0.0
-86.21370792388916	0.0
97.5467324256897	1.0
-99.22481775283813	0.0
-46.231842041015625	0.0
-58.856046199798584	0.0
61.074113845825195	1.0
9.150969982147217	1.0
21.084511280059814	1.0
55.63035011291504	1.0
36.68607473373413	1.0
50.44717788696289	1.0
40.57173728942871	1.0
97.47655391693115	1.0
49.647438526153564	1.0
48.224544525146484	1.0
52.09615230560303	1.0
-57.5268030166626	0.0
18.849611282348633	1.0
98.46842288970947	1.0
-51.166462898254395	0.0
-16.093015670776367	0.0
63.24329376220703	1.0
19.217538833618164	1.0
-24.6271014213562	0.0
53.12352180480957	1.0
10.262811183929443	1.0
19.40244436264038	1.0
75.40080547332764	1.0
-88.11105489730835	0.0
-42.68089532852173	0.0
-29.72341775894165	0.0
76.504647731781	1.0
-41.024208068847656	0.0
52.93461084365845	1.0
-78.72649431228638	0.0
-73.42100143432617	0.0
-47.52182960510254	0.0
-43.62841844558716	0.0
-28.857576847076416	0.0
-86.99382543563843	0.0
-59.55144166946411	0.0
-82.98555612564087	0.0
-98.11973571777344	0.0
-13.042247295379639	0.0
21.31030559539795	1.0
-39.983534812927246	0.0
6.8108439445495605	1.0
3.9038777351379395	1.0
9.608674049377441	1.0
-98.19326400756836	0.0
-17.22034215927124	0.0
-34.49150323867798	0.0
-41.67381525039673	0.0
-49.714112281799316	0.0
13.510167598724365	1.0
66.93809032440186	1.0
-96.96899652481079	0.0
-28.96479368209839	0.0
29.621613025665283	1.0
-75.04806518554688	0.0
64.9686336517334	1.0
15.13758897781372	1.0
45.64288854598999	1.0
56.105780601501465	1.0
4.535162448883057	1.0
-40.97253084182739	0.0
14.002382755279541	1.0
-61.4008903503418	0.0
-74.60875511169434	0.0
-47.080039978027344	0.0
51.96075439453125	1.0
-5.9586286544799805	0.0
7.560014724731445	1.0
95.8094835281372	1.0
94.04922723770142	1.0
44.39244270324707	1.0
35.83756685256958	1.0
27.215969562530518	1.0
57.945406436920166	1.0
-95.51006555557251	0.0
38.057494163513184	1.0
-86.73731088638306	0.0
4.924297332763672	1.0
69.19412612915039	1.0
-77.97243595123291	0.0
22.082555294036865	1.0
57.27107524871826	1.0
-70.37545442581177	0.0
-87.67737150192261	0.0
31.160759925842285	1.0
21.42893075942993	1.0
-79.13826704025269	0.0
-5.109691619873047	0.0
-13.856780529022217	0.0
33.26796293258667	1.0
12.745857238769531	1.0
79.82336282730103	1.0
16.55024290084839	1.0
-62.93497085571289	0.0
-23.434817790985107	0.0
-3.7918806076049805	0.0
88.03836107254028	1.0
71.68649435043335	1.0
11.969137191772461	1.0
-26.931285858154297	0.0
85.34252643585205	1.0
69.39539909362793	1.0
-23.836588859558105	0.0
-92.80862808227539	0.0
63.897716999053955	1.0
-84.06318426132202	0.0
-24.96882677078247	0.0
23.60483407974243	1.0
71.66100740432739	1.0
-35.92119216918945	0.0
43.28266382217407	1.0
-79.37543392181396	0.0
-5.888807773590088	0.0
64.63916301727295	1.0
76.67150497436523	1.0
51.72004699707031	1.0
38.01920413970947	1.0
-32.43294954299927	0.0
77.6850938796997	1.0
-74.50265884399414	0.0
-20.796513557434082	0.0
-75.37257671356201	0.0
-18.293261528015137	0.0
-0.29647350311279297	0.0
-93.65618228912354	0.0
-45.177626609802246	0.0
-6.106865406036377	0.0
50.945091247558594	1.0
-51.552021503448486	0.0
-48.24223518371582	0.0
74.12716150283813	1.0
-33.045148849487305	0.0
-75.45565366744995	0.0
80.08300065994263	1.0
-27.85743474960327	0.0
41.69869422912598	1.0
36.2699031829834	1.0
-90.48362970352173	0.0
-4.4817328453063965	0.0
24.763596057891846	1.0
73.141348361969	1.0
8.529925346374512	1.0
88.33162784576416	1.0
83.10329914093018	1.0
89.82566595077515	1.0
99.5453953742981	1.0
-16.51167869567871	0.0
-83.86948108673096	0.0
68.42154264450073	1.0
41.37320518493652	1.0
61.65841817855835	1.0
-61.882686614990234	0.0
-78.43154668807983	0.0
-90.72215557098389	0.0
85.60589551925659	1.0
-69.76394653320312	0.0
-48.08470010757446	0.0
91.01393222808838	1.0
-11.243093013763428	0.0
-34.47047472000122	0.0
-13.483679294586182	0.0
7.788801193237305	1.0
-5.233573913574219	0.0
-94.27566528320312	0.0
-82.33813047409058	0.0
-60.43146848678589	0.0
73.51620197296143	1.0
23.046505451202393	1.0
36.1821174621582	1.0
-75.76407194137573	0.0
-27.034449577331543	0.0
24.754798412322998	1.0
20.323681831359863	1.0
-61.60225868225098	0.0
-14.082539081573486	0.0
61.63216829299927	1.0
10.94062328338623	1.0
-4.480171203613281	0.0
-87.76469230651855	0.0
-8.107566833496094	0.0
-66.80506467819214	0.0
-9.011304378509521	0.0
99.55182075500488	1.0
69.94606256484985	1.0
-41.237640380859375	0.0
57.81078338623047	1.0
8.472752571105957	1.0
-97.13071584701538	0.0
16.563212871551514	1.0
22.857534885406494	1.0
95.52026987075806	1.0
-71.47589921951294	0.0
62.64103651046753	1.0
24.731099605560303	1.0
78.3534049987793	1.0
-77.09496021270752	0.0
64.29336071014404	1.0
55.87625503540039	1.0
-90.73084592819214	0.0
-26.663923263549805	0.0
46.08042240142822	1.0
80.89773654937744	1.0
-63.870322704315186	0.0
37.741029262542725	1.0
-74.22794103622437	0.0
69.50600147247314	1.0
-64.90364074707031	0.0
58.02714824676514	1.0
-49.099040031433105	0.0
-33.67418050765991	0.0
-56.47883415222168	0.0
-69.91528272628784	0.0
-83.27728509902954	0.0
52.96602249145508	1.0
15.96672534942627	1.0
-91.23173952102661	0.0
77.43291854858398	1.0
-66.43061637878418	0.0
71.19154930114746	1.0
68.8555121421814	1.0
83.70245695114136	1.0
-32.104599475860596	0.0
-98.67367744445801	0.0
-41.01907014846802	0.0
74.27574396133423	1.0
-71.09172344207764	0.0
61.374616622924805	1.0
21.36836051940918	1.0
-39.108967781066895	0.0
68.33885908126831	1.0
-76.45876407623291	0.0
53.45458984375	1.0
-49.8096227645874	0.0
-36.73607110977173	0.0
92.93966293334961	1.0
14.956307411193848	1.0
33.83686542510986	1.0
85.43020486831665	1.0
-31.668508052825928	0.0
73.78945350646973	1.0
36.87698841094971	1.0
41.97216033935547	1.0
-72.48631715774536	0.0
-74.49212074279785	0.0
-37.166786193847656	0.0
19.732820987701416	1.0
-52.31213569641113	0.0
96.21895551681519	1.0
-28.877031803131104	0.0
77.15606689453125	1.0
99.97560977935791	1.0
29.928147792816162	1.0
-31.85904026031494	0.0
66.21991395950317	1.0
12.372219562530518	1.0
67.9309606552124	1.0
78.2955527305603	1.0
75.23422241210938	1.0
-66.87924861907959	0.0
78.87868881225586	1.0
-78.91052961349487	0.0
84.7509503364563	1.0
90.4564380645752	1.0
60.44834852218628	1.0
-28.68804931640625	0.0
-21.04160785675049	0.0
-54.81466054916382	0.0
-44.51419115066528	0.0
-23.4948992729187	0.0
