input0	input1	input2	input3	input4	input5	input6	rndInput0	rndInput1	rndInput2	rndInput3	rndInput4	rndInput5	rndInput6	rndInput7	rndInput8	!output0	!output1	!output2	!output3	!output4	!output5	!output6	!output7
0.23	0.4	0.48	0.5	0.39	0.28	0.38	0.8757897422365853	0.4934174459184081	0.3637987808500801	0.22466327556507282	0.5264030085354019	0.5541792225599622	0.621231903183747	0.6006057634817368	0.3546989325128521	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.41	0.57	0.48	0.5	0.39	0.21	0.32	0.40619162923265373	0.8019108834712074	0.032543480204866304	0.975704352166638	0.6736374773444658	0.24297157874296416	0.38866868477597183	0.9520910808942158	0.5231681736346184	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.45	0.48	0.5	0.38	0.22	0.0	0.1379071126220648	0.3913081222605176	0.6362816946512571	0.5629791355738928	0.7603763932479688	0.7542267486817213	0.2727337274859186	0.11776380064261394	0.4037728880014745	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.31	0.23	0.48	0.5	0.73	0.05	0.14	0.8209474344539065	0.3069661279873932	0.4718612939952578	0.557824440368201	0.8906399104454045	0.06761845800029709	0.24420329371126237	0.32884631887528426	0.88004768175461	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.51	0.54	0.48	0.5	0.41	0.34	0.43	0.9888092308420898	0.6612030439366279	0.8768713855340642	0.9630845010373671	0.32228737340473546	0.12751995301869434	0.6907330828066751	0.3541466318196337	0.8523462551280725	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3	0.16	0.48	0.5	0.56	0.11	0.23	0.15967151611719743	0.8512778356064745	0.4568513819979726	0.47119711001672604	0.443753563883321	0.04323566851418559	0.18682578673583738	0.5984750203037781	0.5060687195304939	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.36	0.39	0.48	0.5	0.48	0.22	0.23	0.9678792620809049	0.39533399907193134	0.33577672180436857	0.24425257846436021	0.981452777731754	0.9699457749020441	0.9356069705786453	0.35652536182748107	0.23845420750764124	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.37	0.48	0.5	0.48	0.44	0.52	0.36911244475785787	0.6338357403759228	0.5279864690675263	0.3542055340365531	0.05943090328176015	0.14574615357638476	0.08540830428760826	0.6177475069130623	0.5675402247706253	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.4	0.48	0.5	0.47	0.33	0.42	0.15797844874526368	0.7157745578292954	0.08394665859736972	0.6330094700291699	0.9621529705190066	0.7588474737261253	0.452804335860047	0.25423954797086235	0.9706808706213708	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.21	0.51	0.48	0.5	0.5	0.32	0.41	0.5303376312784427	0.5043086126087909	0.2563157110594636	0.23124838942909698	0.10978863855655108	0.9987717200747719	0.37791163359348756	0.21368654856160219	0.03607854769071395	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.43	0.37	0.48	0.5	0.53	0.35	0.44	0.37544735065168744	0.773759958214421	0.0814153447532513	0.3934784599524809	0.2863234151355516	0.2598681459022676	0.3793774115712095	0.8424982127905567	0.9873376325911943	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.43	0.39	0.48	0.5	0.47	0.31	0.41	0.5905729645506933	0.571353230970995	0.25228781554569046	0.8758647687992427	0.5496901383435859	0.14177606625916417	0.72515275173616	0.011176173174226367	0.6624309818522892	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.53	0.38	0.48	0.5	0.44	0.26	0.36	0.04064189321713074	0.9687796948460108	0.28367334780099407	0.8904206247769911	0.09483555136243171	0.16805887133991848	0.009049195335921412	0.7590674937406424	0.6351714024614558	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.33	0.48	0.5	0.38	0.35	0.44	0.7359281332065108	0.11513220247318323	0.9846971822074503	0.9956730909144393	0.5814527710739931	0.762020107583503	0.818278107527379	0.7300936829976608	0.8233941631444949	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.56	0.51	0.48	0.5	0.34	0.37	0.46	0.19021132005132635	0.0032306206404908444	0.36040383371581086	0.19880970857179137	0.8267939981268244	0.4567246944476786	0.2229524809510297	0.7687651380831434	0.19635404315525107	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.29	0.48	0.5	0.42	0.35	0.44	0.5270361915403832	0.5102309579209203	0.9070297644395563	0.9811150163013755	0.9539451398583159	0.9196477490073331	0.9726638171062387	0.6539245482057042	0.46482351207357775	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.24	0.35	0.48	0.5	0.31	0.19	0.31	0.4154484338721428	0.5136966066150808	0.46805299867688654	0.2759749047969834	0.4858907647091798	0.32663305170073953	0.2293725567676559	0.6369512370332923	0.9350126377308398	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.36	0.54	0.48	0.5	0.41	0.38	0.46	0.20531497045109148	0.19933526883627894	0.954986723234082	0.6868062288855741	0.752702992070871	0.6812714863391798	0.9673531995198492	0.2993388929701203	0.20043375161786636	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.52	0.48	0.5	0.42	0.29	0.39	0.32788033329654764	0.8913544203467422	0.887337519999912	0.783546288920045	0.9743866084579439	0.4748418064034974	0.9339796165661526	0.8515602566392754	0.8496893504022588	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.65	0.47	0.48	0.5	0.59	0.3	0.4	0.39454749652122556	0.03611155214783879	0.5621282008336941	0.34692901086225725	0.5051951339728362	0.9718398712815868	0.6997724709039074	0.14525189349757306	0.029262440061731065	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.32	0.42	0.48	0.5	0.35	0.28	0.38	0.6054192709291714	0.8897573886331412	0.36615202843625705	0.8954340685891224	0.051586784811026076	0.23593514973579166	0.6206219522627031	0.08319710783794998	0.20996807846311405	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.38	0.46	0.48	0.5	0.48	0.22	0.29	0.20144404606326693	0.2574460365337268	0.011695557769964782	0.2499091959756503	0.37242624218909015	0.8583207158724566	0.7228744721255198	0.8770625868494207	0.5974711407335143	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.33	0.45	0.48	0.5	0.52	0.32	0.41	0.04208827886071176	0.8521082643686244	0.24528356405383667	0.8792799076366853	0.9382222085226454	0.15392179720024002	0.19086977527789606	0.31008554133486477	0.26880336274110217	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3	0.37	0.48	0.5	0.59	0.41	0.49	0.6560770245485541	0.06090237477501148	0.28865203132001027	0.838578179420978	0.3522118494140051	0.7834248979348223	0.23421488700871207	0.37429145902379835	0.711382215954876	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.5	0.48	0.5	0.45	0.39	0.47	0.9844215931536378	0.02151504282243133	0.07733817622718708	0.18227200314763958	0.8950343147662538	0.4011165353060099	0.9578796531911136	0.30050019091327385	0.5121830167109622	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.28	0.38	0.48	0.5	0.5	0.33	0.42	0.7404877722701743	0.0039216585244252755	0.9693676899064	0.9767316593019906	0.5238651375166193	0.5054534178718042	0.9775513802468989	0.4155682059212984	0.18270694705742963	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.61	0.45	0.48	0.5	0.48	0.35	0.41	0.40159761092010204	0.841666432932938	0.5574433442368186	0.9935844700020724	0.34782382468173656	0.6172818276609933	0.27713976347408054	0.9766462799664645	0.3106285347099371	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17	0.38	0.48	0.5	0.45	0.42	0.5	0.40888877304245763	0.8485198562257333	0.9553305098959328	0.8886872495287416	0.927484916748023	0.09422661683672517	0.19678978873227992	0.23233494080507788	0.5938521417903478	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.35	0.48	0.5	0.55	0.55	0.61	0.8082890119530854	0.342531376354393	0.387333569284278	0.3662690729147663	0.7976093811833371	0.6600651861639332	0.12423617232419015	0.683314084534569	0.6392875002724953	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.43	0.4	0.48	0.5	0.39	0.28	0.39	0.9988907606428353	0.8312589855602663	0.6555780905254392	0.7829620026888834	0.21794376480522382	0.8464245363671394	0.9145210906687518	0.9408267558176079	0.266661054836865	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.42	0.35	0.48	0.5	0.58	0.15	0.27	0.6838401962000307	0.33236996441985445	0.8027060796288356	0.5481132634473775	0.9693283126018506	0.1638692175214499	0.9895496751450462	0.6701921542230321	0.542225491428167	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.23	0.33	0.48	0.5	0.43	0.33	0.43	0.02886085374895142	0.815934009129839	0.19962943167127034	0.10302023820135287	0.5540827875492462	0.8706343027660224	0.57366265726781	0.9905996964339508	0.42324015414424077	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.37	0.52	0.48	0.5	0.42	0.42	0.36	0.6440571558457366	0.8954530703044671	0.15822777437007862	0.04631735276973492	0.4323006479506777	0.9418991327662428	0.1839786639929727	0.052262881480410806	0.5298354958783064	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.3	0.48	0.5	0.45	0.03	0.17	0.3462784651362957	0.19920107599358472	0.33359327311730425	0.28627706513541473	0.5831903494021846	0.9476900377359386	0.4271260212504697	0.9474447757548501	0.0795596117966213	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.22	0.36	0.48	0.5	0.35	0.39	0.47	0.7985952900257347	0.6019661846241288	0.32688226195974346	0.5030020851774762	0.4276959524164211	0.14403457742609438	0.26123751312212184	0.0376404844176651	0.054523230807379086	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.23	0.58	0.48	0.5	0.37	0.53	0.59	0.9758403241296864	0.49137949442277695	0.24749931508443745	0.5769147270626244	0.930863892866174	0.08085412483789312	0.9488954852142147	0.6799346481486384	0.7138313962031408	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.47	0.47	0.48	0.5	0.22	0.16	0.26	0.7342586332062868	0.36578155094121145	0.012696882088822137	0.8213245041374418	0.41034044206441755	0.7257863797556338	0.824478412040309	0.4715848819266799	0.4381030257329027	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.54	0.47	0.48	0.5	0.28	0.33	0.42	0.36973800510446864	0.030612618207919273	0.8980355291154757	0.938927696879417	0.3937421009341757	0.5390040011898509	0.1979561697503449	0.7336969646662387	0.8204285233423619	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.51	0.37	0.48	0.5	0.35	0.36	0.45	0.8097061850783431	0.29591309609912175	0.0711315603838164	0.30476752523733663	0.04285820946554386	0.48095880294721494	0.4520300392210156	0.4198966382072734	0.09437407636103867	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.35	0.48	0.5	0.45	0.33	0.42	0.40727993946649155	0.543825996446884	0.6396873584595898	0.20413361390646234	0.4098869929114818	0.6808548579927985	0.23732108307201782	0.8880228590993847	0.4801024396375889	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.34	0.48	0.5	0.3	0.33	0.43	0.7279487271348427	0.45293167404549184	0.8930249493498575	0.27001875988350343	0.1484541440039362	0.44841185739872036	0.9436631196123888	0.050761359031586184	0.9624942155246387	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.42	0.38	0.48	0.5	0.54	0.34	0.43	0.7637692635512474	0.11844962785978919	0.6363057981903106	0.9072735789166123	0.21695725045926006	0.08659563928778247	0.9027625145309041	0.518450373353066	0.4478947091173695	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.56	0.48	0.5	0.5	0.46	0.54	0.10808865976730497	0.6824565095420382	0.04007670258339979	0.5974278321201101	0.6543460962008598	0.4927935859860497	0.040335517601125304	0.9332761197504852	0.742004266660077	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.52	0.36	0.48	0.5	0.41	0.28	0.38	0.7718182642198536	0.3612778202031337	0.587544093581948	0.5890046667160003	0.03553350243904452	0.5629916270016204	0.954168942118024	0.9999903313730808	0.646465296442953	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.36	0.41	0.48	0.5	0.48	0.47	0.54	0.3361096628367509	0.7097134263119013	0.9671265175229169	0.688620374631396	0.4512902065030332	0.8672028100055825	0.33281214668158143	0.7808983757065814	0.6902815225829108	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.18	0.3	0.48	0.5	0.46	0.24	0.35	0.7502431295093831	0.0023495697151498796	0.5291844825296724	0.8604069224363922	0.2834473870330818	0.11749142148349823	0.7167625486199385	0.43278454111282205	0.5352356335322817	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.47	0.29	0.48	0.5	0.51	0.33	0.43	0.8058860096505849	0.26335235348985875	0.5643214877815262	0.020363295061584963	0.6067929987218308	0.4449892494981219	0.2645000740297655	0.8720718771158191	0.4400433843091337	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.24	0.43	0.48	0.5	0.54	0.52	0.59	0.860128342936005	0.2501986697067772	0.627544641680436	0.033069549308022195	0.1517689177747742	0.595267712895189	0.0353894504939376	0.049931778239098334	0.5510599245377011	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.37	0.48	0.5	0.41	0.33	0.42	0.6263071893512057	0.9901593956687771	0.7766203759219777	0.8947603385331991	0.6420687607269956	0.4264617030258482	0.10851327488580464	0.887092855892725	0.9411321550553647	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.52	0.57	0.48	0.5	0.42	0.47	0.54	0.7639936246322084	0.7587206133013557	0.025943358312676246	0.33098197377989946	0.2848837643359279	0.06015002803067282	0.7940225980627573	0.761337880966063	0.6460059852696775	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.25	0.37	0.48	0.5	0.43	0.26	0.36	0.46947704085223474	0.42752054428722563	0.9755673281605669	0.5814720724503727	0.8978070194744424	0.8179481326167651	0.10623685888106205	0.7342988306486505	0.29066693575480795	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.35	0.48	0.48	0.5	0.56	0.4	0.48	0.8772746997438741	0.9543343335147734	0.4712835889067888	0.45906589574794177	0.0021344576723989483	0.2864213254771958	0.48141204927217085	0.023716040835173646	0.10978799022218877	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.26	0.26	0.48	0.5	0.34	0.25	0.35	0.8599510025165845	0.935660735526586	0.4761060717428308	0.0866901971626507	0.04421385588953164	0.9948457693478581	0.7829718146065547	0.3899293026694859	0.8428499462427246	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.51	0.48	0.5	0.47	0.26	0.36	0.49220861280596706	0.6648094120893199	0.9724660311234107	0.843592881892676	0.6887184975278693	0.664428566742238	0.6650157484356745	0.12188751789762697	0.10161043775782719	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.37	0.5	0.48	0.5	0.42	0.36	0.45	0.3881446856238735	0.6405809698250381	0.4072496029047473	0.5404665945618786	0.8500602962062763	0.612054969715044	0.884712527126395	0.6501878431167446	0.6789879324105488	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.42	0.48	0.5	0.42	0.25	0.2	0.9689821273895182	0.8484325382424074	0.45649172418732054	0.057917768249021395	0.1464739441921208	0.05050064854684233	0.6371117596725403	0.65753534844091	0.137444354614649	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.24	0.43	0.48	0.5	0.37	0.28	0.38	0.9952358684725084	0.5006620510390833	0.49814607217662354	0.20874122317038113	0.6177108157698437	0.9451706950079408	0.6284645369035252	0.5624162732659207	0.7549878962451341	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.42	0.3	0.48	0.5	0.48	0.26	0.36	0.9895738760569626	0.7450787863196322	0.8952881116764337	0.5695198213967126	0.8240022123622074	0.39300055978463366	0.5531186021709523	0.6163959160146211	0.7084796714375764	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.48	0.42	0.48	0.5	0.45	0.25	0.35	0.185564910153448	0.25013574817020034	0.5595913770099347	0.4646941621259464	0.5610430633740834	0.13030119071728152	0.6371035622630207	0.751788957739892	0.9536852487893055	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.41	0.48	0.48	0.5	0.51	0.44	0.51	0.28363373391473745	0.8508359654046801	0.7946616708546408	0.8985106655689677	0.6990650300679793	0.5143170671936175	0.7420481118509347	0.5120139702042809	0.03471703866823206	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.44	0.28	0.48	0.5	0.43	0.27	0.37	0.22981761241755527	0.37170631364624485	0.9950589456042869	0.5171554863325326	0.5861566986746406	0.4313054962667666	0.28958187886797304	0.7430870935221312	0.8694637839401481	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.41	0.48	0.5	0.48	0.38	0.46	0.5061638100465106	0.7873280825420289	0.15013285464411474	0.8613893549153686	0.9387679611424024	0.036697670026736406	0.4477234473706545	0.36273503466272483	0.9900460658303604	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.28	0.48	0.5	0.41	0.35	0.44	0.7228766992148372	0.35482676895332776	0.4251989517332124	0.1286553107314241	0.806783283620018	0.5781323374199026	0.3999100553420878	0.0620842360990993	0.5999577865923041	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.41	0.43	0.48	0.5	0.45	0.31	0.41	0.08248036532386094	0.8186505267399129	0.8821585547009659	0.725379659342583	0.3547382596491663	0.812142886699986	0.487579071626038	0.36829339192592514	0.5429908452988592	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.29	0.47	0.48	0.5	0.41	0.23	0.34	0.23950446533743985	0.26740857319573264	0.956479183190533	0.06482483747858725	0.9539483416268578	0.8819643372712286	0.4260039083878534	0.5216522849693815	0.6620371826336617	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.55	0.48	0.5	0.58	0.31	0.41	0.8613612024012384	0.5263410599496755	0.5304313055237732	0.6472718301025912	0.6569900933891059	0.19784850799845788	0.38980726925851683	0.22352424148527705	0.7275050789072858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.36	0.56	0.48	0.5	0.43	0.45	0.53	0.9149457604031193	0.33461076513048515	0.15979991908172497	0.21843177061076935	0.029932771624659682	0.5008134429216975	0.47504239724027175	0.8032985550956752	0.5752449788823285	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.46	0.48	0.5	0.52	0.49	0.56	0.622456550921744	0.9401680080192921	0.2942313744392805	0.6860399609865035	0.9127311479948453	0.3442467803553918	0.7012417928851687	0.7903632275867705	0.5433028874022151	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.49	0.48	0.5	0.49	0.46	0.53	0.0827209083923428	0.521977085315837	0.9807419939045203	0.629138663873985	0.907779312580121	0.17749037040943827	0.5289072723283892	0.6505060928958295	0.7444833113903782	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.52	0.44	0.48	0.5	0.37	0.36	0.42	0.6746274639353316	0.33444647086778845	0.799481063295765	0.3209648733564603	0.7719166952255364	0.2085398266986832	0.8252126663236958	0.9869956415570902	0.15338654982089495	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5	0.51	0.48	0.5	0.27	0.23	0.34	0.28553600041976535	0.5703589098298799	0.5024511854661287	0.37352537236410743	0.5279735230501075	0.5405203427349069	0.765672004885154	0.6266361299911577	0.24475605968308878	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.53	0.42	0.48	0.5	0.16	0.29	0.39	0.52916338384754	0.42144879501344845	0.7151287984671331	0.7775417784552507	0.5324385946583251	0.039336407149303754	0.9438312794653166	0.027007659872159806	0.9314636378938854	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.34	0.46	0.48	0.5	0.52	0.35	0.44	0.0852275245574694	0.05118940599591282	0.2885022834628661	0.19405452362692077	0.22259336238357164	0.7032656367042533	0.9457009711583207	0.15355287157094655	0.5745254392054676	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4	0.42	0.48	0.5	0.37	0.27	0.27	0.5227344338743025	0.9312298584740776	0.25931077540493996	0.4536892684535967	0.10261252318337277	0.5048262884951504	0.06155948565259095	0.7245266523273084	0.9632499242213923	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.41	0.43	0.48	0.5	0.5	0.24	0.25	0.8224546216246751	0.5928013413130884	0.4005207962897528	0.9511481839308934	0.9738985598239129	0.2385292914479964	0.29906419696732545	0.14945982898922916	0.6517018777206961	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3	0.45	0.48	0.5	0.36	0.21	0.32	0.15199178232446053	0.5774463344558767	0.9725634146894498	0.3809317167056523	0.26088517238799525	0.7557043715695914	0.7508966355871204	0.287089828575398	0.43826995439323946	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.31	0.47	0.48	0.5	0.29	0.28	0.39	0.39555713050011554	0.7772697407760315	0.708598812733133	0.46567055383043887	0.9493685551252324	0.48216987959586366	0.5706416111523674	0.003233615226701181	0.4190640292016454	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.64	0.76	0.48	0.5	0.45	0.35	0.38	0.1331067038707593	0.32873487287078984	0.8999825937711894	0.3721489525117285	0.21183839485989442	0.46326748819138774	0.826621117622421	0.5504561436859741	0.4133559524229481	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.35	0.37	0.48	0.5	0.3	0.34	0.43	0.9603377661718918	0.3940018900411415	0.776974361990398	0.03179319805191827	0.949573943590971	0.6322912492062507	0.1170878587114802	0.3509689824776002	0.6862243850006958	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.57	0.54	0.48	0.5	0.37	0.28	0.33	0.9490242515974335	0.28278237347794444	0.5410564482160876	0.36265558918056384	0.4586587887714101	0.0818502860330651	0.47791435127064597	0.8134973761535673	0.8819014710502818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
