i0	i1	r1	r2	r3	r4	r5	!o0	!o1	!o2	!o3	!o4	!o5	!o6	!o7	!o8	!o9	!o10	!o11	!o12	!o13	!o14	!o15	!o16	!o17	!o18	!o19	!o20	!o21
0.020408163	0.093893055	0.771282207	0.080322922	0.736646321	0.207818171	0.130499814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.040816327	0.18778611	0.513787021	0.351790972	0.11940035	0.370772427	0.096698709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.06122449	0.281679165	0.403826696	0.389628917	0.190759088	0.940855643	0.757071261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.081632653	0.37557222	0.410959756	0.158178333	0.229006199	0.024008431	0.555534046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.102040816	0.469465275	0.117047973	0.282711353	0.018845793	0.685567253	0.359252026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.12244898	0.56335833	0.855571203	0.702670195	0.412316959	0.369078469	0.63479165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.142857143	0.657251385	0.976043596	0.670687425	0.739143924	0.240838924	0.780227055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.163265306	0.75114444	0.324978385	0.591819472	0.229635048	0.993104027	0.398697234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.183673469	0.845037495	0.865903792	0.898815825	0.815761723	0.957876218	0.363399457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.204081633	0.93893055	0.465145805	0.870949718	0.367886103	0.242261677	0.955252202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.224489796	1.032823605	0.694704672	0.050370176	0.669238823	0.87153273	0.63000754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.244897959	1.12671666	0.932659049	0.856135953	0.05677792	0.258862092	0.959603479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.265306122	1.220609715	0.209158837	0.697725885	0.510213032	0.368428335	0.501809753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.285714286	1.31450277	0.312572992	0.543174503	0.161107846	0.624082033	0.182149671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.306122449	1.408395825	0.003667389	0.588971716	0.347053134	0.37748362	0.762715542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.326530612	1.50228888	0.294929778	0.637029661	0.843536164	0.791682417	0.054500148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.346938776	1.596181935	0.477685221	0.62652233	0.175545612	0.538223052	0.27452933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.367346939	1.69007499	0.449523302	0.754033652	0.614994691	0.23339706	0.818317357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.387755102	1.783968045	0.213996676	0.893621351	0.797198417	0.053176648	0.314514158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.408163265	1.8778611	0.570876342	0.889155637	0.794001497	0.233278874	0.145237203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.428571429	1.971754155	0.567366878	0.415289158	0.93245244	0.962935537	0.286269984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.448979592	2.06564721	0.018158931	0.811944355	0.88150364	0.566141204	0.870475712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.469387755	2.159540265	0.865373157	0.802183153	0.2960673	0.395894281	0.970461469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.489795918	2.25343332	0.358264332	0.657288451	0.124472417	0.874333802	0.788395333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.510204082	2.347326375	0.117944497	0.919003003	0.084175045	0.939438952	0.428218356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.530612245	2.44121943	0.060448255	0.610927138	0.589326016	0.41744455	0.295217008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.551020408	2.535112485	0.236786824	0.243486402	0.885971604	0.655316104	0.647571261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.571428571	2.62900554	0.879429641	0.254683134	0.395356782	0.011119731	0.032229134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.591836735	2.722898595	0.598607405	0.637706192	0.377742547	0.419145628	0.032074349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.612244898	2.81679165	0.807873721	0.83267901	0.368691756	0.394046628	0.58225841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.632653061	2.910684705	0.105667479	0.840292703	0.282896321	0.202515347	0.870805723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.653061224	3.00457776	0.251581508	0.42733689	0.268916478	0.966244682	0.702831262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.673469388	3.098470815	0.353097064	0.106369709	0.988904528	0.63582323	2.25E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.693877551	3.19236387	0.069971987	0.792750539	0.913343803	0.827162139	0.54136909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.714285714	3.286256925	0.894642866	0.071406499	0.900525514	0.691008799	0.970906656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.734693878	3.38014998	0.784663856	0.383058204	0.978010906	0.308677269	0.770924255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.755102041	3.474043035	0.087751448	0.095852478	0.078414074	0.605542248	0.165958909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.775510204	3.56793609	0.059871291	0.934733222	0.989839398	0.74595452	0.609378045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.795918367	3.661829145	0.416404113	0.059334647	0.963196488	0.232516118	0.482971218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.816326531	3.7557222	0.235272356	0.814249012	0.040994915	0.058207703	0.240685887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.836734694	3.849615255	0.247833031	0.816362926	0.017317097	0.846411241	0.387630523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.857142857	3.94350831	0.495968295	0.226363357	0.054334034	0.821773597	0.243668757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.87755102	4.037401365	0.529697289	0.299901532	0.930438409	0.060084821	0.374678624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.897959184	4.13129442	0.211725879	0.293306807	0.007928093	0.909501274	0.252014602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.918367347	4.225187475	0.220647598	0.56482938	0.6289043	0.915755693	0.130675851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.93877551	4.31908053	0.101112378	0.961448583	0.387004887	0.443313769	0.218566766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.959183673	4.412973585	0.153249041	0.900226264	0.705751546	0.40123737	0.983073902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.979591837	4.50686664	0.473243053	0.669552353	0.273251105	0.76090024	0.337641009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	4.600759695	0.328375045	0.507585381	0.044981935	0.61239732	0.541390203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0.684142734	0.721523654	0.904269324	0.332848708	0.891026725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.020408163	0.09395335	0.249473089	0.141467638	0.35228371	0.53379634	0.788815059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.040816327	0.187906701	0.69527562	0.346589681	0.240085692	0.08313046	0.026491844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.06122449	0.281860051	0.129197327	0.539776028	0.024117692	0.941689239	0.266371862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.081632653	0.375813401	0.833349578	0.501141081	0.058955338	0.363699133	0.752024966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.102040816	0.469766751	0.586093551	0.43274365	0.288059706	0.247044113	0.406789943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.12244898	0.563720102	0.383402551	0.569004467	0.371314456	0.913069215	0.234712733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.142857143	0.657673452	0.632222822	0.412892034	0.829517961	0.190964237	0.521538448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.163265306	0.751626802	0.877407627	0.250703728	0.4885797	0.489089596	0.830063829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.183673469	0.845580152	0.311360463	0.972631361	0.18342031	0.180873422	0.422008818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.204081633	0.939533503	0.009789481	0.097306946	0.912596548	0.507730218	0.135755776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.224489796	1.033486853	0.649870428	0.571837222	0.014192677	0.71305154	0.164622455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.244897959	1.127440203	0.176556482	0.34074481	0.321890466	0.942550778	0.763194119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.265306122	1.221393553	0.637321068	0.684653788	0.033327108	0.765584586	0.949679266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.285714286	1.315346904	0.11907079	0.900025826	0.322475861	0.943622171	0.450938314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.306122449	1.409300254	0.660790848	0.392936137	0.711063925	0.265518775	0.775051894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.326530612	1.503253604	0.995279148	0.701562091	0.303829633	0.120023354	0.605961857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.346938776	1.597206954	0.215650604	0.24315971	0.127189092	0.734986278	0.048369314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.367346939	1.691160305	0.104612156	0.741859201	0.694737495	0.196637029	0.351879262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.387755102	1.785113655	0.23706648	0.764287742	0.275674817	0.003295405	0.995122627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.408163265	1.879067005	0.177456608	0.642112194	0.149072772	0.803819939	0.687685596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.428571429	1.973020355	0.111834395	0.256002853	0.888867572	0.435455564	0.365165273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.448979592	2.066973706	0.591463436	0.796788945	0.708169326	0.487624537	0.416219032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.469387755	2.160927056	0.301345385	0.199871639	0.379154523	0.472333528	0.636368197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.489795918	2.254880406	0.595952477	0.602071546	0.784301267	0.638600919	0.088470605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.510204082	2.348833756	0.636032839	0.92042666	0.809515681	0.40361371	0.641730403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.530612245	2.442787107	0.878913465	0.665064705	0.888884234	0.928808737	0.328029416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.551020408	2.536740457	0.222728941	0.928812896	0.899096096	0.201962736	0.305033866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.571428571	2.630693807	0.880808965	0.34097005	0.389363941	0.019521038	0.549365974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.591836735	2.724647157	0.672749458	0.718560844	0.945908364	0.93527395	0.960170803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.612244898	2.818600508	0.69340952	0.422963697	0.220359991	0.756203276	0.264319647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.632653061	2.912553858	0.034646981	0.651211882	0.206002934	0.743595004	0.550560894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.653061224	3.006507208	0.243711558	0.318303673	0.397483915	0.802702247	0.883071248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.673469388	3.100460558	0.566461481	0.968935936	0.706919544	0.618317616	0.857614511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.693877551	3.194413909	0.581706012	0.584232849	0.38635235	0.683181302	0.159044958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.714285714	3.288367259	0.863617734	0.90194524	0.692960538	0.253435779	0.790987236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.734693878	3.382320609	0.311106073	0.268532354	0.864667361	0.498189857	0.201598445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.755102041	3.476273959	0.066661644	0.300422346	0.900802421	0.052154458	0.688410421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.775510204	3.57022731	0.634458398	0.10211899	0.181838241	0.160356605	0.286023768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.795918367	3.66418066	0.994704869	0.213844397	0.646189491	0.966858001	0.519170962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.816326531	3.75813401	0.754329514	0.224869501	0.868469845	0.855547598	0.527295934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.836734694	3.85208736	0.313298416	0.364999818	0.265929229	0.22642402	0.862852939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.857142857	3.946040711	0.872080205	0.790893968	0.877144667	0.576931787	0.852169852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.87755102	4.039994061	0.867646895	0.521657639	0.804136075	0.162094574	0.543742845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.897959184	4.133947411	0.162340761	0.495768953	0.846277126	0.002248122	0.603640522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.918367347	4.227900761	0.352391446	0.355763715	0.957646758	0.281593684	0.841338857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.93877551	4.321854112	0.547531914	0.795780538	0.570420196	0.688670168	0.542445673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.959183673	4.415807462	0.697049402	0.498202161	0.202756719	0.460906247	0.26869408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.979591837	4.509760812	0.041116034	0.348016404	0.033256207	0.545015274	0.972203567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	4.603714162	0.211638002	0.146574464	0.713903877	0.624110199	0.012862529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0.824812869	0.990185267	0.813604774	0.807647409	0.207943199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.020408163	0.09401315	0.340693452	0.764112477	0.154652603	0.563880665	0.265505537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.040816327	0.1880263	0.043498246	0.400330568	0.410133093	0.294274123	0.632197982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.06122449	0.28203945	0.137114962	0.119756259	0.67230715	0.618760459	0.836755754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.081632653	0.3760526	0.777278327	0.429145042	0.047054413	0.538939209	0.138498307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.102040816	0.470065751	0.501928812	0.162590935	0.459710495	0.768019123	0.641724684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.12244898	0.564078901	0.534268026	0.981381306	0.820953387	0.521865362	0.84901186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.142857143	0.658092051	0.194720204	0.998251333	0.061261087	0.330898124	0.876578501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.163265306	0.752105201	0.416505523	0.237893035	0.627976898	0.099401162	0.611245375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.183673469	0.846118351	0.345283592	0.540567248	0.194906351	0.86426709	0.959896739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
