TEMP  HUMID  SOLAR  WIND  !WBE  !WBCW  !WBHW 			
g89314	96.6	0.0092	958.9	3.24	491.62	6.9	0.8
g89315	98	0.0081	966.7	5.12	500.11	7	0.8
g89316	98.8	0.0078	799.8	5.75	507.97	6.9	0.8
g89317	99.5	0.0061	613.4	4.83	514.59	6.8	0.8
g89318	99.2	0.0075	327.9	7.4	507.77	6.8	0.8
g89319	97.5	0.0093	178.5	9.74	494.57	6.9	0.7
g89320	95.3	0.0106	33.6	7.84	498.35	6.9	0.8
g89321	92.5	0.0116	-0.5	4.25	524.62	6.8	0.8
g89322	90.6	0.0125	-0.4	5.37	525.51	6.9	0.9
g89323	88	0.0141	-0.2	5.08	519.1	6.9	0.7
g8940	86.5	0.0148	-0.2	5.2	501.09	6.8	0.9
g8941	85.9	0.0154	-0.1	3.99	493.37	6.9	0.8
g8942	84.7	0.0158	0	2.48	501.47	6.9	0.7
g8943	83.5	0.0158	0	2.29	500.06	6.9	0.8
g8944	82.8	0.0162	0	0.44	494.96	6.8	0.9
g8945	83.3	0.0164	0.1	0.08	490.12	6.8	0.8
g8946	82.7	0.0167	0.1	0.8	490.77	6.7	0.9
g8947	80.7	0.0173	0.4	1	520.75	6.8	0.9
g8948	79.7	0.0176	38	2.29	612.49	6.7	0.9
g8949	80.7	0.0178	171.4	4.84	776.97	7.2	0.8
g89410	83.6	0.0176	384	4.39	843.9	7.6	0.8
g89411	87.3	0.0161	586.5	4.19	841.37	7	0.4
g89412	90.4	0.0155	599.7	2.31	829.03	5.7	0.4
g89413	92.6	0.0144	800.8	1.95	849.54	4.8	0.4
g89414	95.2	0.0118	839.9	4.5	861.11	5.1	0.4
g89415	96.2	0.0108	783.2	6.25	890.56	6.5	0.3
g89416	97.5	0.01	750.5	7.13	883.4	6.4	0.3
g89417	96	0.0105	257.6	9	857.26	6.8	0.3
g89418	96.1	0.0099	317.1	8.13	726.82	7.7	0.3
g89419	96.8	0.0089	219.5	9.84	653.52	8	0.3
g89420	94.5	0.0105	30.9	7.19	631.13	7.3	0.3
g89421	92	0.0115	-0.6	5.71	642.65	7.5	0.4
g89422	89.8	0.0118	-0.5	5.48	633.52	7.6	0.3
g89423	87.9	0.0116	-0.4	5.08	597	7.4	0.3
g8950	86.2	0.0112	-0.2	5.4	552.1	7.1	0.4
g8951	84.9	0.0117	-0.1	3.53	525.61	6.9	0.4
g8952	82.9	0.0124	0	2.5	510.5	7	0.4
g8953	82.5	0.012	0.1	0	504.13	6.9	0.5
g8954	82	0.0122	0.3	2.24	500.03	6.8	0.4
g8955	81.4	0.0127	0.3	0.55	493.68	6.7	0.5
g8956	79.6	0.0131	0.3	1.05	494.62	6.8	0.5
g8957	76.9	0.0128	0.6	2.21	521.69	6.6	0.6
g8958	76.6	0.0126	38.2	2.38	604.53	6.5	0.7
g8959	77.8	0.0126	199	4.09	783.08	6.7	0.8
g89510	82	0.0123	418.7	3.38	838.01	7	0.7
g89511	86.4	0.0132	625.6	3.87	879.42	7.8	0.7
g89512	89.6	0.0111	794.9	4.86	883.26	7.9	0.4
g89513	92.1	0.0096	892.6	6.31	866.46	7.6	0.5
g89514	94	0.0091	942.3	8.45	873.31	7.5	0.5
g89515	95.3	0.0077	897.4	10.96	884.11	7.5	0.4
g89516	96.6	0.0063	795.9	10.27	876.49	7.3	0.4
g89517	97	0.006	630.5	11.76	853.54	7.2	0.4
g89518	96.7	0.0069	405.5	9.64	730.03	7.3	0.4
g89519	95.9	0.0069	166.6	9.44	649.54	7.2	0.5
g89520	94.1	0.0079	25.5	7.44	635.2	7.2	0.3
g89521	91.8	0.009	-0.6	6.53	655.81	7	0.4
g89522	89.3	0.0103	-0.5	7.9	630.56	7	0.4
g89523	88.4	0.011	-0.4	8.75	572.27	6.9	0.5
g8960	85.8	0.0151	-0.2	6.76	547.22	7	0.4
g8961	84.1	0.0165	-0.1	4.5	530.43	7.2	0.5
g8962	82.6	0.0166	-0.1	4.68	516.87	7.3	0.4
g8963	80.5	0.017	0	6.02	505.67	7.2	0.5
g8964	79.2	0.0177	0.1	4.64	498.34	7.2	0.6
g8965	78.3	0.0184	0.3	5.65	498.21	6.9	0.6
g8966	77.9	0.0189	0.3	5.47	496.56	6.8	0.6
g8967	77.6	0.0194	0.7	4.03	531.03	6.8	0.7
g8968	77.4	0.0195	38.2	3.82	624.86	6.8	0.6
g8969	78.4	0.0199	191.9	5.4	782.11	7.3	0.6
g89610	80.8	0.0197	376.7	4.55	840.21	7.2	0.6
g89611	84.2	0.0186	481.1	5.37	877.04	7.4	0.6
g89612	86.8	0.0161	548	4.78	887.56	7.4	0.6
g89613	88.1	0.015	460.6	5.3	876.5	7.4	0.5
g89614	90.3	0.0144	793	4.41	878.42	7.4	0.5
g89615	92	0.0131	458.2	5.36	899.37	7.5	0.4
g89616	90.8	0.014	226.6	7.72	886.01	7.5	0.5
g89617	82.1	0.0178	94.8	4.88	853.16	7.4	0.4
g89618	82	0.0174	70.9	6.13	737.62	7.2	0.4
g89619	82.5	0.0194	64.8	6.27	681.7	7.2	0.5
g89620	83.2	0.0199	12.8	6.72	665.45	7.3	0.4
g89621	82.5	0.0194	-0.2	6.62	670.31	7.2	0.5
g89622	81.5	0.0191	-0.2	5.65	647.9	7.3	0.4
g89623	80.8	0.0194	-0.2	5.44	601.52	7.4	0.5
g8970	80.1	0.0196	-0.1	4.92	584.84	7.2	0.5
g8971	79.3	0.02	-0.1	4.79	548.24	7.2	0.6
g8972	78.1	0.0205	0	5.06	521.23	7	0.5
g8973	78.3	0.0205	0	3.86	518.97	6.9	0.6
g8974	77.8	0.0206	0	2.92	514.8	7	0.6
g8975	77.2	0.0204	0	3.94	515.82	6.9	0.7
g8976	77	0.0202	0	3.75	514.46	6.8	0.7
g8977	77	0.0203	0.3	3.81	554.7	6.8	0.7
g8978	77	0.0203	44.1	3.56	630.27	6.5	0.6
g8979	78.9	0.021	213.4	5.22	814.7	6.5	0.7
g89710	82.5	0.0197	413.3	5.29	887.59	7.3	0.6
g89711	85.1	0.017	472.3	6.63	918.57	7.3	0.6
g89712	87.1	0.0156	407.4	6.33	924.92	7.2	0.6
g89713	89.6	0.0142	689.5	5.65	902.03	7.3	0.6
g89714	90.8	0.0133	479.2	6.96	914.58	7.3	0.5
g89715	93.4	0.0114	784.2	6.83	924.08	7.4	0.5
g89716	94.9	0.0098	788.1	7.21	918.96	7.3	0.4
g89717	94.7	0.0101	468.4	8.55	885.08	7.3	0.4
g89718	93.3	0.0119	226.4	9.68	768.6	7.3	0.5
g89719	88.3	0.0147	96	10.23	698.25	7.4	0.4
g89720	87.1	0.0153	30.6	7.15	682.99	7.3	0.4
g89721	85.1	0.016	-0.5	6.17	650.02	7.3	0.4
g89722	83.7	0.0162	-0.3	6.06	627.35	7.3	0.4
g89723	82.2	0.0171	-0.3	5.46	600.72	7.1	0.5
g8980	81.2	0.0178	-0.2	4.72	580.2	7.1	0.4
g8981	80.4	0.0181	-0.1	4.71	554.98	7.1	0.6
g8982	79.7	0.0187	-0.1	6.56	545.67	7	0.4
g8983	78.8	0.0191	-0.1	2.92	532.96	6.9	0.6
g8984	78.5	0.0193	0	4.55	533.3	6.9	0.5
g8985	77.8	0.0195	-0.2	2.75	529.55	6.8	0.6
g8986	77.5	0.0197	0	3.05	532.01	6.8	0.7
g8987	76.7	0.02	0	3.1	564.04	6.7	0.7
g8988	76.9	0.0201	38.2	3.57	652.35	6.8	0.6
g8989	78.8	0.0203	203.9	4.03	816	7.2	0.6
g89810	82.4	0.0196	306.9	6.07	875.3	7.4	0.6
g89811	85.2	0.0176	502.1	6.91	895.73	7.3	0.5
g89812	88.2	0.0146	610	7.2	905.69	7.3	0.5
g89813	89.3	0.0142	381.6	5.82	888.6	7.3	0.5
g89814	92.1	0.0124	724.2	6.21	898.22	7.3	0.4
g89815	92.8	0.012	433.8	7.25	908.95	7.4	0.4
g89816	94.5	0.0111	716.4	6.75	886.49	7.3	0.4
g89817	95.2	0.0106	570	9.72	841.04	7.3	0.4
g89818	92.6	0.0118	140.9	10.02	682.18	7.3	0.4
g89819	91	0.0125	81.2	10.13	610	7.3	0.4
g89820	88.4	0.0151	38.5	8.23	578.44	7.3	0.4
g89821	85.7	0.017	-0.6	7.13	580.08	7.4	0.5
g89822	84.4	0.0175	-0.5	5.34	579.28	7.2	0.4
g89823	83.2	0.0184	-0.3	6.13	576.22	7.4	0.5
g8990	82.5	0.0184	-0.3	6.31	561.14	7.2	0.4
g8991	81.7	0.0189	-0.1	5.33	516.49	7.1	0.4
g8992	80.5	0.0193	-0.1	3.18	511.02	7	0.5
g8993	79.5	0.0196	-0.1	2.59	509.91	7	0.5
g8994	78.6	0.0201	0	3.14	508.18	7	0.6
g8995	78.3	0.0206	0	4.69	509.11	6.9	0.6
g8996	78.1	0.0209	0	5.39	508.88	6.9	0.7
g8997	77.7	0.0207	0.1	3.87	509.94	6.9	0.6
g8998	77.1	0.0203	28.4	3.61	498.39	6.7	0.8
g8999	78.5	0.0213	139.5	4.72	502.99	6.8	0.6
g89910	82.3	0.0209	371.3	7.33	525.13	7	0.8
g89911	85.4	0.0176	633.4	9.25	548.25	7.1	0.7
g89912	88.8	0.0143	799.8	9.34	568.39	6.9	0.7
g89913	91.6	0.012	897.4	8.11	571.52	6.8	0.6
g89914	93.6	0.0107	862.3	8.4	568.9	6.8	0.6
g89915	94.9	0.0098	876.9	7.76	568.06	6.7	0.7
g89916	95.7	0.0091	637.3	6.79	575.34	6.8	0.6
g89917	96.7	0.0077	629	6.9	574.85	6.6	0.6
g89918	96.5	0.0076	370.3	6.37	561.93	6.6	0.7
g89919	95.5	0.0084	139.5	6.04	549.88	6.5	0.6
g89920	94	0.009	12.6	5.31	538.27	6.4	0.6
g89921	90.6	0.0127	-0.7	5.09	545.04	6.6	0.7
g89922	88.8	0.0125	-0.6	6.92	543.54	6.7	0.6
g89923	87.3	0.0135	-0.5	8.72	546.78	6.7	0.6
g89100	85.6	0.0154	-0.5	8.13	544.04	6.7	0.7
g89101	84.2	0.0164	-0.3	7.63	532.79	6.8	0.6
g89102	83.1	0.0173	-0.3	8.1	519.23	6.8	0.7
g89103	81.6	0.0178	-0.2	6.95	508.04	6.8	0.7
g89104	80.9	0.018	-0.1	3.12	500.1	6.8	0.7
g89105	81.1	0.0182	-0.1	1.66	497.66	6.8	0.7
g89106	80.3	0.0184	-0.1	2.17	497.91	6.7	0.6
g89107	79.5	0.0188	-0.1	4.46	496.5	6.7	0.7
g89108	79.1	0.0178	15.5	5.62	486.42	6.7	0.7
g89109	78.9	0.0157	172.7	8.22	486.96	6.6	0.7
g891010	80.1	0.0165	225.6	7.55	499.45	6.7	0.8
g891011	82	0.0167	452.3	7.81	519.83	6.8	0.7
g891012	85.6	0.0158	753	3.84	528.77	6.8	0.7
g891013	89.1	0.0133	681.2	1.13	539.78	6.9	0.7
g891014	91.1	0.0123	677.8	2.32	557.03	6.8	0.7
g891015	91.4	0.0125	545.5	7.18	576.37	6.8	0.6
g891016	89.4	0.0134	498.7	11.09	575.86	6.7	0.6
g891017	87.6	0.0113	314.2	7.32	573.02	6.8	0.6
g891018	89.6	0.01	430.9	5.9	566.78	6.8	0.7
g891019	89.5	0.0108	107.5	7	575.48	6.6	0.6
g891020	83	0.0116	7.9	4.9	583.79	6.6	0.7
g891021	82.5	0.0114	-0.2	2.94	599.08	6.5	0.6
g891022	82.9	0.0121	-0.1	1.48	596.41	6.4	0.7
g891023	82	0.0136	-0.1	1.96	580.67	6.4	0.7
g89110	80.5	0.0153	-0.1	3.81	561.42	6.5	0.7
g89111	79.9	0.0158	-0.1	4.93	530.53	6.6	0.7
g89112	80.5	0.0165	-0.1	4.65	521.65	6.6	0.8
g89113	79.7	0.0168	0	4.38	516.6	6.7	0.7
g89114	78.2	0.0171	0	3.73	513.34	6.6	0.8
g89115	77.2	0.0178	0.1	4.42	510.06	6.5	0.8
g89116	76.1	0.0185	0.1	4.42	507.64	6.5	0.9
g89117	76	0.019	0.4	4.44	544.19	6.5	0.9
g89118	76.3	0.0191	39.7	4.19	643.24	6.6	1
g89119	78.6	0.019	230	3.17	801.89	7.1	0.8
g891110	82.4	0.0192	285.4	1.07	867.81	7.4	0.8
g891111	84.4	0.0181	367.4	2.4	900.15	6.9	0.7
g891112	86.3	0.0165	421.1	4.03	910.42	7.3	0.6
g891113	87.3	0.0158	666.6	7.72	904.82	7.2	0.6
g891114	84.9	0.0163	528	7.34	914.42	7.1	0.6
g891115	79.2	0.0185	136.6	8.38	930.16	7.1	0.6
g891116	78.3	0.0174	154.1	6.44	906.61	7.6	0.6
g891117	82.4	0.0161	545.1	10.57	879.16	7.9	0.5
g891118	84.6	0.0155	430.4	11.28	761.92	7	0.5
g891119	83.9	0.0155	95.3	9.17	696.71	7.3	0.4
g891120	82.5	0.0159	7.7	6.68	641.96	7.3	0.5
g891121	80.4	0.0162	-0.2	4.15	614.2	7.2	0.5
g891122	79.2	0.0168	-0.1	4.04	602.08	6.9	0.5
g891123	78.3	0.0171	-0.1	3.49	612.81	7	0.6
g89120	77.4	0.0174	0	1.25	585.35	6.8	0.7
g89121	76.7	0.0178	0.1	2	543.88	6.8	0.7
g89122	76.4	0.0183	0.1	2.76	531.56	6.7	0.7
g89123	76	0.0185	0.1	2.01	518.71	6.7	0.9
g89124	75.7	0.0186	0.1	3.22	507.94	6.6	0.9
g89125	75.3	0.0189	0.1	3.46	503.22	6.6	0.8
g89126	75.3	0.0188	0.1	3.89	507.21	6.6	0.9
g89127	74.6	0.0187	0.1	3.83	550.68	6.5	0.8
g89128	74.4	0.0185	25.5	4.18	647.96	6.6	0.9
g89129	75.5	0.0192	127.8	5.56	816.24	7	0.9
g891210	77.2	0.0194	243.4	6.71	876.28	7.4	0.9
g891211	80.4	0.0185	573.4	3.73	890.87	7.6	0.7
g891212	85.2	0.0163	701.2	5.01	896.71	7.8	0.7
g891213	88.2	0.0138	721.3	4.47	892.59	7.7	0.5
g891214	90.1	0.012	834	5.37	900.62	7.7	0.5
g891215	92.3	0.0111	880.8	5.41	919.48	7.9	0.5
g891216	93.1	0.011	775.4	5.29	915.02	7	0.4
g891217	93.4	0.0106	593.4	7.12	878.28	7.1	0.5
g891218	91.6	0.012	161.4	9.43	767.71	6.8	0.4
g891219	90.6	0.0118	104.3	6.34	690.73	6.9	0.4
g891220	89.4	0.0129	15.3	6.87	657.57	7.1	0.4
g891221	87.5	0.0137	-0.7	5.88	656.11	7.2	0.5
g891222	86.4	0.0142	-0.6	6.17	624.15	7.2	0.5
g891223	84.6	0.0155	-0.5	6.58	599.81	7.2	0.6
g89130	82.5	0.0167	-0.3	5.01	583.96	7	0.5
g89131	81.4	0.0172	-0.2	3.21	557.93	6.9	0.6
g89132	80.2	0.0177	-0.1	2.45	555.74	6.9	0.7
g89133	78.8	0.0184	-0.1	3.72	547.74	6.9	0.7
g89134	77.9	0.019	-0.1	3.29	540.33	6.9	0.7
g89135	77	0.0198	-0.1	3.56	536.64	6.9	0.7
g89136	76.7	0.02	0	3.95	535.16	6.9	0.8
g89137	76.7	0.0201	0.3	3.8	581.88	6.9	0.8
g89138	77.2	0.0203	28	4.58	658.73	6.8	0.9
g89139	78.3	0.02	165.8	2.95	815.74	7.3	0.8
g891310	81.8	0.0191	342	4.5	888.96	7.5	0.7
g891311	84.2	0.0181	478.2	5.61	915.96	7	0.6
g891312	83.5	0.0182	211.7	8.63	927.61	7.3	0.5
g891313	76.4	0.0182	34.3	10.84	910.39	7.2	0.5
g891314	74	0.018	226.6	10.42	917.41	7.9	0.5
g891315	74.7	0.0173	190.5	11.74	935.84	7.8	0.6
g891316	75.2	0.0162	164.6	12.26	925.07	7.6	0.5
g891317	76.4	0.0159	227.8	9.14	886.38	7.4	0.6
g891318	75.3	0.0173	74.1	8.22	771.9	7.1	0.5
g891319	76.1	0.0173	111	7.48	700.9	7	0.6
g891320	76.7	0.0153	17.5	10.5	685.9	6.8	0.6
g891321	72.3	0.0145	0.1	13	692.4	6.4	0.9
g891322	67.2	0.0127	0.4	14.1	654.5	6.1	1.1
g891323	65.4	0.0121	0.5	13.3	626.4	5.6	1.5
g89140	64.8	0.012	0.6	10.7	608.4	5.4	1.4
g89141	64.6	0.0118	0.6	9.4	573.9	5.6	1
g89142	64.5	0.0112	0.6	10.9	562.8	5.6	1.5
g89143	63.8	0.0108	0.6	11.6	547.3	5.3	1.4
g89144	62.9	0.0109	0.7	9.1	541.7	5.2	1.4
g89145	62.1	0.0107	0.7	10.5	540.2	5.3	1.8
g89146	62	0.0105	0.7	8.75	541.6	5.2	1.6
g89147	61.6	0.0103	0.9	8.32	566.9	5.1	1.5
g89148	61.3	0.01	18.2	11	660.1	4.5	1.9
g89149	60.9	0.0099	36.5	12.8	832.9	4.8	1.8
g891410	61	0.0097	85.5	11.9	890.1	4.9	1.4
g891411	60.9	0.0093	189	13	909	4.9	1.5
g891412	62.4	0.009	330	10.2	922.9	4.4	1
g891413	64.6	0.0087	564	10.8	901.3	4.9	0.4
g891414	68.2	0.0083	937	10.6	916.8	5.1	0.7
g891415	68.5	0.008	762	11.4	927.6	5.4	0.7
g891416	68.5	0.008	692	11.2	907.4	5.4	0.6
g891417	68.8	0.0079	615	10.9	873.4	5.5	0.8
g891418	68.7	0.0079	418	9.96	783.7	5.3	0.7
g891419	68.2	0.008	188	7.14	710.4	4.7	0.7
g891420	67.2	0.0085	14	6.32	695.8	5.1	0.7
g891421	65.7	0.0088	0.6	4.19	676.1	5.7	0.8
g891422	64.6	0.0091	0.7	4.45	624.9	5.6	0.9
g891423	63.7	0.0092	0.9	5.23	606.5	5.6	0.9
g89150	63	0.0091	0.9	5.07	587.6	5.3	1.3
g89151	62.3	0.0092	1	4.09	567.7	5.1	1.2
g89152	61.6	0.0094	1.1	3.55	564.5	4.9	1.4
g89153	60.7	0.0096	1.2	2.29	556.3	5	1.3
g89154	60.5	0.0095	1.2	0.35	548.9	5.1	1.4
g89155	59.5	0.0097	1.2	1.83	551.4	5.2	1.4
g89156	58.8	0.0096	1.1	2.64	544.1	5.2	3
g89157	57.6	0.0097	1.5	3.57	565.3	5.3	1.6
g89158	58	0.0097	37.5	3.87	646.8	5.3	1.9
g89159	60.8	0.0095	218	4.98	806.2	5.4	1
g891510	64.5	0.0088	441	7.01	864.6	5.9	1.1
g891511	67.7	0.0081	647	7.22	886.2	5.8	0.9
g891512	70.6	0.0036	809	7.92	899.2	5.6	0.8
g891513	73.7	0.007	913	9	877.7	5.1	0.7
g891514	76.2	0.0067	943	8.51	893.6	6.1	0.8
g891515	78.3	0.0062	908	9.8	893.6	6	0.7
g891516	79.5	0.0062	803	9.04	871.4	6	0.7
g891517	80.2	0.0061	635	9.18	831.2	6	0.7
g891518	80.2	0.006	425	9.05	704	5.8	0.8
g891519	78.9	0.0066	196	8.74	625.3	5.5	0.6
g891520	75.9	0.0074	18.7	7.44	615.5	5.5	0.8
g891521	72.9	0.0083	0.4	5.69	610.4	5.5	0.7
g891522	70.2	0.0089	0.6	4.97	606.6	5.4	0.7
g891523	68.4	0.0093	0.7	4.15	593.8	5.4	0.8
g89160	66.2	0.0097	0.7	7.02	547.3	5.2	0.9
g89161	64.1	0.0099	1	8.51	542.8	5	1.2
g89162	62.6	0.0098	1.1	8.88	537.8	5.3	1.2
g89163	61.6	0.0098	1.1	7.71	534	5.3	1.4
g89164	60.7	0.01	1.2	6.68	534.3	5.2	2.2
g89165	60.9	0.01	1.2	1.91	532.6	5.2	1.3
g89166	60.5	0.0099	1.4	0.02	531.8	5.1	1.5
g89167	59.4	0.0101	1.4	0.02	532.3	5.1	1.5
g89168	59	0.01	40.4	0.08	522.1	5.2	1.5
g89169	61.5	0.0101	218	0.86	532.9	5.3	1.5
g891610	66.1	0.0094	441	1.88	566.9	5.4	1.6
g891611	69.3	0.0091	651	1.62	589.2	5.4	1.4
g891612	72.8	0.0083	818	1.54	603.6	5.3	1.2
g891613	77	0.0074	923	4.17	596.9	5.3	1.2
g891614	80.4	0.0064	955	5.22	586.2	5.5	1
g891615	82.8	0.0052	916	6.21	593	5.3	0.9
g891616	83.9	0.0044	811	5.73	592.3	5.2	0.9
g891617	84.7	0.0047	638	5.98	578.4	5.4	0.9
g891618	84.6	0.0045	425	5.26	559.8	5.4	0.9
g891619	83.9	0.0048	192	5.08	557.3	5.3	0.9
g891620	82.2	0.0052	17.5	2.53	542.7	5.2	0.9
g891621	80.1	0.0061	-0.1	4.12	549.5	5.2	0.9
g891622	78.2	0.007	0	4.13	542.8	5.3	0.9
g891623	76.9	0.0073	0.1	4.39	548.5	5.3	0.9
g89170	76	0.0077	0.1	3.66	534.9	5.1	1
g89171	75.9	0.0078	0.3	2.15	519.9	5.4	0.9
g89172	75	0.0082	0.4	1.17	505.9	5.5	1
g89173	69.2	0.0093	0.6	4.07	506.8	5.3	0.9
g89174	69.2	0.0096	0.7	0.92	505.8	5	1
g89175	68.8	0.0097	0.9	1.36	502.8	5.1	1.1
g89176	67.7	0.0099	1	1.36	502.1	5	1.4
g89177	64.3	0.0102	1.2	0.09	502.8	4.9	1.3
g89178	62.9	0.0104	34.5	1.86	491.8	4.7	1.3
g89179	65	0.0108	211	3.71	497.8	5	1.5
g891710	70.4	0.0112	434	2.93	510.5	5.5	1.4
g891711	76	0.0106	643	1.98	521.1	5.7	1.3
g891712	79.4	0.0093	806	2.86	534.5	5.5	1
g891713	82	0.0073	917	3.48	550.8	5.5	1
g891714	84.6	0.0067	954	3.61	568.1	5.7	1
g891715	86.2	0.0056	899	4.29	573.4	5.9	0.9
g891716	87.2	0.0043	798	3.13	575.2	6	0.9
g891717	87.9	0.0037	632	4.26	577.4	5.7	0.9
g891718	87.8	0.0038	413	5.44	565.7	5.9	0.9
g891719	87.1	0.0042	181	6.78	562.6	5.9	0.9
g891720	85.4	0.0037	14.3	4.77	573	5.5	0.9
g891721	83	0.005	-0.2	3.92	582.7	5.2	1
g891722	79.1	0.0064	0.1	2.22	583	5.2	0.9
g891723	78.3	0.0068	0.4	1.52	571	5.3	0.9
g89180	76.7	0.0072	0.5	3.69	560.5	5.1	1
g89181	76.2	0.0075	0.5	3.97	539.5	5	1
g89182	72.5	0.0088	0.6	1.87	514	4.9	0.9
g89183	72.2	0.009	0.7	1.92	505.2	4.9	1
g89184	70.5	0.0094	0.9	1.56	498.4	5	1
g89185	69.3	0.0096	1	2.16	496.6	5	0.9
g89186	68.8	0.0098	1	2.64	496.4	5	1
g89187	68.3	0.0102	1	1.55	551.2	5.1	1
g89188	65.5	0.0107	31.6	1.95	637	5.1	1.1
g89189	67.5	0.011	201	4.25	798	5.6	1
g891810	71.7	0.01	423	8.32	860.1	6.1	0.9
g891811	76	0.009	632	7.53	898	6	0.8
g891812	79.9	0.0078	799	6.3	895.8	6.3	0.8
g891813	82.4	0.007	902	4.67	893	6.4	0.7
g891814	84.2	0.0061	936	5.48	914.7	6.5	0.6
g891815	86.1	0.0056	895	5.15	939.9	6.7	0.7
g891816	86.9	0.0042	792	6.07	928.4	6.6	0.5
g891817	87.2	0.0043	620	5.75	899	6.4	0.6
g891818	86.9	0.0042	404	7.44	774.4	6.3	0.6
g891819	85.9	0.0046	172	8.11	716.1	6.5	0.5
g891820	83	0.0054	12.1	7.6	700.6	5.9	0.6
g891821	79.6	0.007	0.1	8.3	704.2	5.7	0.6
g891822	76.7	0.0077	0.4	9.85	663.9	5.5	0.7
g891823	73.9	0.0081	0.4	8.25	642.9	5.6	0.7
g89190	71.8	0.0084	0.6	7.38	629.5	5.4	0.7
g89191	70	0.0086	0.7	5.4	590.4	5.1	0.8
g89192	68.6	0.0088	0.9	3.63	564.9	5.3	0.9
g89193	67.4	0.0092	1	2.91	564.7	5	0.9
g89194	66.6	0.0096	1.1	1.56	557.3	5	0.9
g89195	65.5	0.0097	1.1	0.55	541.3	4.9	0.9
