x	y	z	w	!hevysine
0.020263671875	0.340722276715292	0.737158695033983	0.4691317472669714	2.3747720
0.020507812500	0.7216369031807839	0.12302637596894583	0.12381977506010011	2.4027514
0.020751953125	0.23683766560455777	0.2257620882352096	0.511226623510681	2.4307081
0.020996093750	0.30814854707347283	0.862804175094515	0.8876075596416828	2.4586420
0.021240234375	0.7694979039673082	0.07013513177055486	0.0182476731697494	2.4865528
0.021484375000	0.8298494240074449	0.9278023130025446	0.6511609705443389	2.5144401
0.021728515625	0.04271848543741297	0.642628194552625	0.3379241993430395	2.5423038
0.021972656250	0.525282317733017	0.8522274941372023	0.4781798343578112	2.5701436
0.022216796875	0.30286686086898384	0.6786362274597906	0.9936861902171422	2.5979591
0.022460937500	0.07139017751806476	0.2919700904423743	0.8353540283389489	2.6257502
0.022705078125	0.14171157308220372	0.6622555319278685	0.7355538094682071	2.6535166
0.022949218750	0.12012494492175763	0.26841702910956944	0.42611447131675095	2.6812580
0.023193359375	0.030587684163751683	0.10556085019615125	0.30763095885105785	2.7089742
0.023437500000	0.5536497533256464	0.18283272236922554	0.05677012198113396	2.7366649
0.023681640625	0.3820549735397092	0.5650407229296583	0.46109532783045426	2.7643298
0.023925781250	0.45605732711166436	0.5651939871651115	0.7912810047046006	2.7919687
0.024169921875	0.5456802287608241	0.5674224393174501	0.7094608800330782	2.8195814
0.024414062500	0.21055724149503896	0.9158236990590585	0.8835418028161139	2.8471674
0.024658203125	0.08767861828096535	0.988719268429103	0.6398337906174646	2.8747267
0.024902343750	0.7871701334377128	0.46727285578601485	0.14025346109777959	2.9022590
0.025146484375	0.30685993840577774	0.6544115424104642	0.7647687610305898	2.9297639
0.025390625000	0.6998049212301111	0.5706590496622	0.9290645667089912	2.9572412
0.025634765625	0.612775805373977	0.6741759982872273	0.6634211456294205	2.9846907
0.025878906250	0.40525432531704786	0.012464802325461544	0.8308622802705276	3.0121121
0.026123046875	0.28166233014771247	0.06982306039829489	0.741611288515413	3.0395052
0.026367187500	0.07156955205338389	0.446388653541945	0.3764575125269384	3.0668696
0.026611328125	0.34160054678856866	0.7377881922477695	0.2961794152658733	3.0942052
0.026855468750	0.7502898314616786	0.3163589119410599	0.700383987123628	3.1215117
0.027099609375	0.28453405010804633	0.4547163248179156	0.6419970463687218	3.1487887
0.027343750000	0.49629778311873185	0.9217717038203582	0.6914365033985709	3.1760362
0.027587890625	0.808020660957746	0.09282858753954415	0.026968355314173853	3.2032537
0.027832031250	0.9502219994589624	0.3892849807086354	0.08360783572873032	3.2304411
0.028076171875	0.43686124495233036	0.1766835460033246	0.5824391031839069	3.2575981
0.028320312500	0.2502552460591132	0.2563457928549946	0.28431158442728843	3.2847244
0.028564453125	0.2314268355310174	0.45983969686277215	0.029135839510107786	3.3118198
0.028808593750	0.9013236896468899	0.6136812500255041	0.8106511665619108	3.3388841
0.029052734375	0.657352885154867	0.013360402732265686	0.6619699214159432	3.3659169
0.029296875000	0.7874224715733801	0.5052553407743795	0.33982849755725586	3.3929180
0.029541015625	0.3564186581922675	0.9420229269589524	0.8850147513565935	3.4198872
0.029785156250	0.8646982529682762	0.7370615919924607	0.2767780263237104	3.4468242
0.030029296875	0.04139036548162922	0.9318198346355562	0.3593356089770131	3.4737288
0.030273437500	0.07495281506096085	0.827349329344436	0.710331011990208	3.5006007
0.030517578125	0.043258083897310784	0.396569028186767	0.49412501724390834	3.5274396
0.030761718750	0.6374867531748115	0.4515962232694416	0.8376087857177944	3.5542453
0.031005859375	0.4069010810586995	0.6542485493714078	0.3731578085324915	3.5810175
0.031250000000	0.4367911318575187	0.041254438426844287	0.6632296904803979	3.6077561
0.031494140625	0.5844019998498797	0.8064892720577757	0.3156854013577667	3.6344607
0.031738281250	0.6591002246570536	0.815890853250674	0.6629907279832381	3.6611311
0.031982421875	0.17200874042996384	0.4083128638376611	0.65967088080353	3.6877670
0.032226562500	0.9361840426774686	0.32807474579250206	0.3880196295813968	3.7143682
0.032470703125	0.21949554435194074	0.5498893720194489	0.2962343444980532	3.7409345
0.032714843750	0.9333062139333839	0.9278691751384986	0.7814327026890927	3.7674655
0.032958984375	0.0861581520343302	0.18737907885203486	0.23221344954124556	3.7939611
0.033203125000	0.8326963145673806	0.492064215952409	0.5010982068596207	3.8204210
0.033447265625	0.787027571108037	0.8747613375721245	0.5021048499469379	3.8468449
0.033691406250	0.3862559065504366	0.37973418632012446	0.36439003633348077	3.8732326
0.033935546875	0.1616079867178014	0.9912606148386072	0.06497245656155748	3.8995839
0.034179687500	0.8729795310356284	0.17206386601090284	0.3383911984117508	3.9258984
0.034423828125	0.8854211531917382	0.017250543943009844	0.6141935011880635	3.9521760
0.034667968750	0.2385466528524839	0.11680380017660041	0.3358180695733515	3.9784164
0.034912109375	0.4461301755301694	0.8824224582395748	0.19054936388825927	4.0046194
0.035156250000	0.11692327759420529	0.8466907877567122	0.5963036136682848	4.0307846
0.035400390625	0.31965096935850756	0.24998930414780196	0.048909285977930095	4.0569120
0.035644531250	0.14617169553548437	0.38158694108393965	0.1472959173984617	4.0830011
0.035888671875	0.040449670680549166	0.275581400793672	0.7967374768896549	4.1090518
0.036132812500	0.6619509510719261	0.3952110060765116	0.8707696204857146	4.1350638
0.036376953125	0.9815511592302298	0.7144696024946874	0.5443827920124452	4.1610369
0.036621093750	0.2607179751939952	0.45278617367603335	0.03265484803918406	4.1869709
0.036865234375	0.9954040082973399	0.6803976941551138	0.812470406711769	4.2128654
0.037109375000	0.008105589012963432	0.3637244163556529	0.852183212163706	4.2387203
0.037353515625	0.6527960212340618	0.17756178264676792	0.5949621852447443	4.2645352
0.037597656250	0.9734290702080496	0.8859835902589679	0.24842846609489266	4.2903101
0.037841796875	0.4239971234519757	0.13746225123793188	0.12622165579161526	4.3160445
0.038085937500	0.9052036783947649	0.9427341915428378	0.360749751323296	4.3417384
0.038330078125	0.529107703615494	0.8571676936532449	0.1297170966322656	4.3673914
0.038574218750	0.9407596641738857	0.9285869447013796	0.7175744566716824	4.3930032
0.038818359375	0.33246738775606843	0.827040989171996	0.20220531436437672	4.4185737
0.039062500000	0.3407180520870635	0.9873694639410664	0.052305739954751074	4.4441026
0.039306640625	0.5425640972178017	0.1856306734446248	0.3121174513028133	4.4695897
0.039550781250	0.04080470561114913	0.7161829367802031	0.12380078998658184	4.4950348
0.039794921875	0.31218498855973975	0.7880458914707569	0.4505492397631047	4.5204375
0.040039062500	0.863183331120925	0.20547474423273582	0.48891244987165594	4.5457977
0.040283203125	0.8059516050268671	0.8219064251225611	0.2882490661509939	4.5711150
0.040527343750	0.1804948330073678	0.76076568245751	0.852462016453585	4.5963894
0.040771484375	0.34063908280688915	0.36145981095439905	0.2671808306351786	4.6216205
0.041015625000	0.6908005451701462	0.9014747653334055	0.35153642143659347	4.6468081
0.041259765625	0.7189265246466147	0.3846326830009408	0.12987357406819489	4.6719519
0.041503906250	0.3627071650918431	0.11337751935011775	0.24137386893565582	4.6970518
0.041748046875	0.514970712446662	0.867950489866381	0.1874874462214554	4.7221075
0.041992187500	0.028550310969293613	0.3953694698150809	0.8738880292881217	4.7471187
0.042236328125	0.4603204724884947	0.258117772975368	0.10633528114463398	4.7720852
0.042480468750	0.13044827444924767	0.42452105679272567	0.3910275766844078	4.7970069
0.042724609375	0.5854525020002336	0.14366644468747647	0.09488242787641255	4.8218833
0.042968750000	0.7095065369241402	0.43640825305545283	0.09699696589299522	4.8467144
0.043212890625	0.7442441785058997	0.4219010401920986	0.7757627766271172	4.8714999
0.043457031250	0.43202451922298424	0.9352703921671612	0.28856763908279603	4.8962395
0.043701171875	0.669011462199769	0.8912154706624015	0.8912291588872474	4.9209331
0.043945312500	0.6871758267716184	0.599938712517959	0.28336133722860246	4.9455803
0.044189453125	0.8397156757165584	0.5719212438234056	0.21120912001978698	4.9701809
0.044433593750	0.09662187616182782	0.21033044794646327	0.22353024380683872	4.9947348
0.044677734375	0.5043368859590143	0.3545845964344655	0.4706449853133935	5.0192417
0.044921875000	0.03557013040500612	0.7936196987887018	0.7875145186231235	5.0437013
0.045166015625	0.9443578861031805	0.837461375854163	0.9713185432682914	5.0681135
0.045410156250	0.4739761576767202	0.17136360596237976	0.4157215400350187	5.0924779
0.045654296875	0.06031019691300443	0.5972673789567629	0.241527765799741	5.1167944
0.045898437500	0.962353345221326	0.6056345305328441	0.8566127410819641	5.1410628
0.046142578125	0.06228206427017258	0.15292178098697295	0.1878042094118635	5.1652828
0.046386718750	0.3748213998167935	0.7047228973006537	0.4367487519047919	5.1894541
0.046630859375	0.22843929080210068	0.6521230956186056	0.8137176399079881	5.2135766
0.046875000000	0.9077852250719877	0.30273499216450017	0.23015279931481814	5.2376501
0.047119140625	0.5645932109276903	0.8171054197841646	0.37346581954536895	5.2616742
0.047363281250	0.25056288322579034	0.8023016334136405	0.386598706637974	5.2856488
0.047607421875	0.7176748612533768	0.01949966915978396	0.808527656844473	5.3095737
0.047851562500	0.08831892566841748	0.8298922361105675	0.022188269136084737	5.3334485
0.048095703125	0.6080239281698844	0.9650827711294956	0.2546719893342464	5.3572732
0.048339843750	0.5711282530337696	0.8475292252121466	0.8852925985081	5.3810475
0.048583984375	0.1264317949370961	0.41691004819843047	0.05894604539452619	5.4047711
0.048828125000	0.8485907322281843	0.17602609682307635	0.2024198428032521	5.4284438
0.049072265625	0.5530237956759259	0.5888362774816167	0.10117700171047739	5.4520655
0.049316406250	0.59920879962866	0.28061390960422405	0.7570272304758089	5.4756358
0.049560546875	0.49183418178727956	0.3290598001347562	0.7456345123442397	5.4991546
0.049804687500	0.9091746445518023	0.9517295166506505	0.04429310115976115	5.5226216
0.050048828125	0.45720136692524704	0.3727669767284134	0.663837302043527	5.5460367
0.050292968750	0.21711000619281673	0.46795271359522905	0.8203469789944363	5.5693995
0.050537109375	0.4101470242116101	0.7712813322720866	0.26141632191362685	5.5927099
0.050781250000	0.03985542549768306	0.9751001270442822	0.17874558388748107	5.6159677
0.051025390625	0.6233364944741303	0.9587789781315655	0.937238088282599	5.6391726
0.051269531250	0.13918891121117982	0.16019987215629872	0.4527724713098914	5.6623245
0.051513671875	0.08505413149429908	0.7624377392416694	0.8127686239202967	5.6854230
0.051757812500	0.8493084843206972	0.08073647764235137	0.3815017562437353	5.7084681
0.052001953125	0.05325046277785572	0.32304017553110587	0.5394358726077435	5.7314594
0.052246093750	0.738363394982264	0.4518046636193911	0.5719457996856352	5.7543967
0.052490234375	0.39188618192227154	0.30511758489136376	0.9514039393134169	5.7772799
0.052734375000	0.26195625008835566	0.2546514092116917	0.9298232766607306	5.8001088
0.052978515625	0.49964257113524835	0.7326503168813121	0.5449682377515952	5.8228830
0.053222656250	0.8294360725606816	0.6519006046508162	0.3677340149627961	5.8456024
0.053466796875	0.2460984312665382	0.191449444782109	0.38234541642790065	5.8682668
0.053710937500	0.8514044379510336	0.55430071200029	0.291379104329784	5.8908760
0.053955078125	0.6175711345286728	0.2553305037305098	0.11997700154687496	5.9134297
0.054199218750	0.08498377678598323	0.9422478462117547	0.5308660997865539	5.9359277
0.054443359375	0.23324322256306118	0.6921226404985177	0.5169717196860706	5.9583699
0.054687500000	0.517243903413556	0.09812038119582378	0.05340831040188254	5.9807560
0.054931640625	0.4955781562284124	0.018881168822043493	0.28973676990551467	6.0030858
0.055175781250	0.31132109438649214	0.13250054992072768	0.8535611162978173	6.0253591
0.055419921875	0.5953771612713514	0.14420907888259238	0.33032673254799205	6.0475757
0.055664062500	0.028136896812497425	0.7029109229175152	0.3646056610298538	6.0697354
0.055908203125	0.5935263732298337	0.35953750169818466	0.6190757324132928	6.0918380
0.056152343750	0.5825542974837636	0.22639247610428448	0.9262379610979653	6.1138832
0.056396484375	0.2752887374140217	0.6301379348450178	0.14156040337482745	6.1358708
0.056640625000	0.7089892947549878	0.5101029033454813	0.7451685391438793	6.1578007
0.056884765625	0.8300382770514037	0.659485737311768	0.5051212794650828	6.1796727
0.057128906250	0.21999978552380584	0.8845030764540946	0.2217803951637618	6.2014864
0.057373046875	0.7951270372400348	0.33568384068935364	0.9646867135630127	6.2232418
0.057617187500	0.023642797320661324	0.17338279499694764	0.9222010760973441	6.2449387
0.057861328125	0.24699680316498884	0.05368465622160645	0.16949789663781045	6.2665767
0.058105468750	0.812249161451986	0.21008751104836065	0.14496333250917393	6.2881558
0.058349609375	0.28995766023849734	0.7890861402791054	0.07391567344677008	6.3096757
0.058593750000	0.9969047784963646	0.8803537522165902	0.3681793516903804	6.3311362
0.058837890625	0.33188772033937497	0.28477096620485753	0.2935505940392047	6.3525371
0.059082031250	0.8979205806727054	0.5940239530898609	0.6295293929872918	6.3738782
0.059326171875	0.029467357505140623	0.016424985647329415	0.39363591985504653	6.3951593
0.059570312500	0.3308652290513846	0.6498511995776045	0.45943946141703407	6.4163802
0.059814453125	0.700834008628049	0.8022092220166046	0.5653619036282598	6.4375407
0.060058593750	0.5786441644807077	0.6332519143874119	0.5890377960477802	6.4586407
0.060302734375	0.24248416002428963	0.7001380470723962	0.25769538834032624	6.4796798
0.060546875000	0.7003337909618709	0.9842282954106276	0.6296577258562616	6.5006580
0.060791015625	0.4359929002392451	0.737980019831044	0.20127634194292787	6.5215750
0.061035156250	0.19408661580565922	0.38414597135047623	0.9699898696412761	6.5424305
0.061279296875	0.009174885276316602	0.6980688387799698	0.9859475172036968	6.5632245
0.061523437500	0.06086256834780801	0.06237206393809158	0.5700504912275015	6.5839568
0.061767578125	0.9305566518807781	0.6459829152960492	0.7673410435246849	6.6046270
0.062011718750	0.2738286365251972	0.4280888688747042	0.31686891755912183	6.6252351
0.062255859375	0.40472768747584653	0.7696962323438927	0.5981006718136159	6.6457809
0.062500000000	0.8702027332349861	0.23440566416660102	0.42352865016548114	6.6662640
0.062744140625	0.6229180882406019	0.8659636339838801	0.35751694384808386	6.6866845
0.062988281250	0.2826658635823789	0.41107903136445934	0.6386146196347745	6.7070420
0.063232421875	0.9660219923523053	0.0642017030187535	0.8257292692794347	6.7273364
0.063476562500	0.9101765942279579	0.6229780275466734	0.034299659672207494	6.7475674
0.063720703125	0.4986329047554865	0.06515729941860515	0.3857100290370513	6.7677349
0.063964843750	0.1964123339876408	0.8725273489589839	0.9646848884178528	6.7878388
0.064208984375	0.9092340413817732	0.8517894939987385	0.39287470676015535	6.8078787
0.064453125000	0.9008287523434199	0.148737578540863	0.6474179556162288	6.8278546
0.064697265625	0.7046300509326522	0.9219730703981595	0.9176175926423774	6.8477662
0.064941406250	0.6845432279582715	0.3004688189643808	0.29624141158163486	6.8676134
0.065185546875	0.35152136601190764	0.1251821352229019	0.31398512515693033	6.8873959
0.065429687500	0.32235341965529085	0.2790312373921453	0.00454202327386477	6.9071136
0.065673828125	0.05469313732688286	0.045927671465497255	0.6060795065166565	6.9267662
0.065917968750	0.6340211378744163	0.4412342703930714	0.6941271982017363	6.9463537
0.066162109375	0.08387471375962485	0.062471568888339046	0.705013023579071	6.9658758
0.066406250000	0.8026773451421062	0.2490663876878837	0.5526650376044313	6.9853323
0.066650390625	0.608554713048376	0.07666839601991737	0.9000702515339807	7.0047231
0.066894531250	0.9254083667875619	0.9511985612767083	1.879268508695464E-4	7.0240479
0.067138671875	0.20492132961006226	0.9255146175980449	0.31931003048539186	7.0433067
0.067382812500	0.08971103025631766	0.42371753222469144	0.47184249305329895	7.0624991
0.067626953125	0.879016617087335	0.4723091878127179	0.2726623148412062	7.0816251
0.067871093750	0.7678752986903318	0.5065412891119754	0.16212127569811052	7.1006844
0.068115234375	0.15690899830045835	0.769818075356276	0.7045288092913693	7.1196769
0.068359375000	0.007163265916653616	0.8558560553931702	0.4359494584614614	7.1386023
0.068603515625	0.5623296159939438	0.7834357673944442	0.7572371677221769	7.1574606
0.068847656250	0.5139727020230629	0.4840267574209963	0.32442142801566565	7.1762515
0.069091796875	0.40529529468868375	0.36236817911071817	0.5300618032944878	7.1949749
0.069335937500	0.8914471964924136	0.9535252559822416	0.4472569517333582	7.2136305
0.069580078125	0.9966355585525706	0.21401888108442757	0.0939152446164816	7.2322182
0.069824218750	0.7080438683483893	0.2916298631163955	0.7591186519085874	7.2507379
0.070068359375	0.17231189004710645	0.9431152515307054	0.2566173484643808	7.2691893
0.070312500000	0.8245888036002278	0.4934798545371316	0.7311249479500321	7.2875723
0.070556640625	0.8315959457867433	0.9941076426416083	0.2696217156042705	7.3058867
0.070800781250	0.173909781194441	0.3624054684924092	0.3398968169373566	7.3241323
0.071044921875	0.2725692833697012	0.9238337785406068	0.9103538744362331	7.3423090
0.071289062500	0.5141813800065995	0.01255277886815831	0.5413677748391384	7.3604166
0.071533203125	0.6394010590430301	0.5315573736102046	0.18539997941701636	7.3784550
0.071777343750	0.21796920151750032	0.728318448142508	0.6118043514544477	7.3964238
0.072021484375	0.20521205966297296	0.2948345114840526	0.2835629358714086	7.4143231
0.072265625000	0.9263128127687182	0.8710087018067553	0.8098547847235406	7.4321525
0.072509765625	0.41317386334717454	0.4711795640910179	0.6035304766212438	7.4499120
0.072753906250	0.5131123082059262	0.962822398721188	0.5761569844645629	7.4676014
0.072998046875	0.2323311207963269	0.40551429434005903	0.41221253247573564	7.4852205
0.073242187500	0.7510245417134338	0.013488420841182847	0.8756675021438595	7.5027692
0.073486328125	0.08335377628016516	0.6695841558387338	0.4147071429320621	7.5202472
0.073730468750	0.9368552486431007	0.12179532909519342	0.09636356523718936	7.5376544
0.073974609375	0.21728326550144128	0.8989861894550185	0.6777323197946375	7.5549907
0.074218750000	0.4722447505716785	0.6533435163542819	0.04964218785155006	7.5722559
0.074462890625	0.33596481421001	0.6926172179794823	0.6219700493374114	7.5894498
0.074707031250	0.5638601337951804	0.12201049516628126	0.33528899982512195	7.6065723
0.074951171875	0.5092652289394171	0.914040657271303	0.3462424655806058	7.6236232
0.075195312500	0.22527050960569917	0.775106416399217	0.5093842457222398	7.6406023
0.075439453125	0.1387439058946346	0.7596799293567842	0.26328693257358227	7.6575095
0.075683593750	0.15851335169973801	0.7746412336970823	0.858400930777084	7.6743446
0.075927734375	0.14193333037050215	0.21944657621009656	0.7929984256802664	7.6911075
0.076171875000	0.7547567833889264	0.4875357497865831	0.9778493214370677	7.7077980
0.076416015625	0.47192478156847784	0.0953475707454916	0.7886226384175811	7.7244160
0.076660156250	0.8774923225285989	0.4383692291593231	0.9793301087462385	7.7409612
0.076904296875	0.06405643527043792	0.7161081125519214	0.06314435198063262	7.7574336
0.077148437500	0.6348026573838355	0.8661228016823833	0.8153429461391536	7.7738330
0.077392578125	0.8200434858490464	0.40359002452709747	0.1700303453689439	7.7901592
0.077636718750	0.4752592276576758	0.9724849993625798	0.5856065997440686	7.8064121
0.077880859375	0.03913397914746586	0.7318518189052904	0.7919376665452768	7.8225915
0.078125000000	0.480108491041777	0.999139568041977	0.5502991151230108	7.8386973
0.078369140625	0.009451854243061164	0.6535280043900161	0.25474374473362216	7.8547292
0.078613281250	0.10717751961953337	0.3549409068765701	0.06221725974383108	7.8706873
0.078857421875	0.2386070926963495	0.7416261400284355	0.8484282542946272	7.8865713
0.079101562500	0.16330976794863905	0.4952548404251995	0.4884558469685807	7.9023810
0.079345703125	0.9732953996076837	0.5580424594492618	0.5714446778607203	7.9181164
0.079589843750	0.845455141295232	0.9836364322986645	0.029262530862534497	7.9337772
0.079833984375	0.4097358056993974	0.5726524234467841	0.37614540195808965	7.9493634
0.080078125000	0.05847722489821283	0.7234394972620567	0.8730530192257798	7.9648748
0.080322265625	0.9915324981712631	0.03768672144711993	0.9688263107377522	7.9803111
0.080566406250	0.26237626343593423	0.30128595618814347	0.42737352411947593	7.9956724
0.080810546875	0.8244105740806321	0.7995760563614585	0.18266665125242376	8.0109584
0.081054687500	0.05440451248821099	0.5373278921350515	0.12043638112701938	8.0261690
0.081298828125	0.8881424254308262	0.5922344490915187	0.10326685135085911	8.0413040
0.081542968750	0.8932907064697339	0.975040039623555	0.020682837527054798	8.0563634
0.081787109375	0.009111702517044074	0.8989221318769289	0.6770123677047822	8.0713469
0.082031250000	0.5236883869306429	0.18639739419488022	0.9259590388543633	8.0862545
0.082275390625	0.5709893293156281	0.8508288263214291	0.8988743974652842	8.1010860
0.082519531250	0.06858880388222643	0.421600812833667	0.6420259114168877	8.1158412
0.082763671875	0.5189256538126047	0.8151697159835584	0.769630556635133	8.1305200
0.083007812500	0.5947387544758058	0.535273346477381	0.5243295337425705	8.1451223
0.083251953125	0.17188024914069133	0.6390812516725412	0.6783586390923998	8.1596479
0.083496093750	0.49939622062126143	0.9968930656998836	0.47868206789486656	8.1740967
0.083740234375	0.7499726117359583	0.8925150851476538	0.33430658580905204	8.1884686
0.083984375000	0.9537389468358781	0.6001623371702582	0.09656341162205162	8.2027634
0.084228515625	0.8851752310716825	0.6876011970737576	0.7071306951500809	8.2169810
0.084472656250	0.11598237799572031	0.6664223307219095	0.3893474913909215	8.2311213
0.084716796875	0.9847946832870674	0.6469033422638722	0.9846529389412506	8.2451841
0.084960937500	0.0022090571554971294	0.7678614601895476	0.24245325502346993	8.2591692
0.085205078125	0.4128781230127312	0.6113206619522312	0.40572730951309155	8.2730767
0.085449218750	0.9908823814039949	0.43827211697049817	0.6541649413183441	8.2869062
